HomeTeam,AwayTeam,FTR,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HTFormPts,ATFormPts,HTGD,ATGD
Norwich,Man United,NH,L,D,D,W,L,W,W,W,L,L,5,9,-0.789473684,0.473684211
West Ham,West Brom,NH,L,L,D,L,L,D,D,L,L,L,1,2,-0.526315789,-0.263157895
Chelsea,Liverpool,H,W,D,W,L,W,L,W,W,W,W,10,12,0.789473684,1.157894737
Everton,Southampton,H,L,W,W,D,W,W,L,D,D,L,10,5,0.631578947,0.368421053
Newcastle,Arsenal,NH,W,W,D,W,L,W,D,L,D,W,10,8,0.315789474,0.947368421
Tottenham,Stoke,H,D,W,L,W,W,L,W,D,W,D,10,8,-0.263157895,-0.421052632
Arsenal,Cardiff,H,W,W,D,L,D,D,L,L,W,L,8,4,0.95,-0.75
Crystal Palace,Norwich,NH,L,W,L,L,W,L,L,D,D,W,6,5,-0.8,-0.8
Fulham,West Ham,H,L,W,L,L,W,D,L,L,D,L,6,2,-1.1,-0.5
Liverpool,Hull,H,L,L,W,W,W,W,L,D,D,D,9,6,1.05,-0.05
Man United,Tottenham,NH,W,W,W,W,L,W,D,W,L,W,12,10,0.5,-0.1
Southampton,Chelsea,NH,L,W,L,D,D,W,W,D,W,L,5,10,0.3,0.8
Stoke,Everton,NH,L,L,W,D,W,W,L,W,W,D,7,10,-0.55,0.65
Sunderland,Aston Villa,NH,D,W,D,D,L,D,L,L,L,L,6,1,-0.85,-0.35
Swansea,Man City,NH,D,L,L,D,D,W,W,W,W,D,3,13,-0.05,1.65
West Brom,Newcastle,H,D,D,D,L,L,L,W,W,D,W,3,10,-0.25,0.25
Cardiff,West Ham,NH,L,D,L,L,W,L,D,L,L,D,4,2,-0.80952381,-0.523809524
Everton,Norwich,H,D,W,L,W,W,D,L,L,D,D,10,3,0.619047619,-0.761904762
Fulham,Sunderland,NH,W,L,W,L,L,L,D,W,D,D,6,6,-1,-0.857142857
Hull,Chelsea,NH,L,W,L,D,D,W,W,W,D,W,5,13,-0.142857143,0.904761905
Man United,Swansea,H,L,W,W,W,W,L,D,L,L,D,12,2,0.428571429,-0.095238095
Southampton,West Brom,H,L,L,W,L,D,W,D,D,D,L,4,6,0.142857143,-0.19047619
Tottenham,Crystal Palace,H,W,W,D,W,L,D,L,W,L,L,10,4,-0.047619048,-0.761904762
Newcastle,Man City,NH,L,L,W,W,D,W,W,W,W,W,7,15,0.19047619,1.619047619
Stoke,Liverpool,NH,D,L,L,W,D,W,L,L,W,W,5,9,-0.523809524,1.095238095
Aston Villa,Arsenal,NH,W,D,L,L,L,W,W,W,D,L,4,10,-0.285714286,1
Arsenal,Fulham,H,W,W,W,W,D,L,W,L,W,L,13,6,1,-1.090909091
Crystal Palace,Stoke,H,L,D,L,W,L,L,D,L,L,W,4,4,-0.818181818,-0.590909091
Liverpool,Aston Villa,NH,W,W,L,L,W,L,W,D,L,L,9,4,1.136363636,-0.318181818
Man City,Cardiff,H,W,W,W,W,W,L,L,D,L,L,15,1,1.636363636,-0.863636364
Norwich,Hull,H,L,D,L,L,D,L,L,W,L,D,2,4,-0.818181818,-0.227272727
Sunderland,Southampton,NH,W,L,D,W,D,W,L,L,W,L,8,6,-0.681818182,0.181818182
West Ham,Newcastle,NH,W,L,D,L,L,L,L,L,W,W,4,6,-0.409090909,0.090909091
Chelsea,Man United,H,W,W,W,W,D,W,L,W,W,W,13,12,0.954545455,0.5
Swansea,Tottenham,NH,L,L,D,L,L,W,W,W,D,W,1,13,-0.181818182,0.045454545
West Brom,Everton,NH,L,W,D,D,D,W,D,W,L,W,6,10,-0.227272727,0.681818182
Crystal Palace,Hull,H,W,L,D,L,W,L,L,L,W,L,7,3,-0.739130435,-0.260869565
Liverpool,Everton,H,D,W,W,L,L,D,W,D,W,L,7,8,1.086956522,0.652173913
Man United,Cardiff,H,L,W,L,W,W,L,L,L,D,L,9,1,0.391304348,-0.913043478
Norwich,Newcastle,NH,W,L,D,L,L,W,L,L,L,W,4,6,-0.739130435,0.173913043
Southampton,Arsenal,NH,D,W,L,L,W,W,W,W,W,W,7,15,0.173913043,1.043478261
Swansea,Fulham,H,L,L,L,D,L,L,L,W,L,W,1,6,-0.260869565,-1.130434783
Aston Villa,West Brom,H,D,L,W,D,L,D,L,W,D,D,5,6,-0.304347826,-0.217391304
Chelsea,West Ham,NH,W,W,W,W,W,L,W,L,D,L,15,4,1,-0.47826087
Sunderland,Stoke,H,D,W,L,D,W,L,L,D,L,L,8,1,-0.652173913,-0.608695652
Tottenham,Man City,NH,W,W,W,W,D,W,W,W,W,W,13,15,0.130434783,1.652173913
Cardiff,Norwich,H,L,L,L,L,D,D,W,L,D,L,1,5,-0.958333333,-0.708333333
Everton,Aston Villa,H,L,D,W,D,W,W,D,L,W,D,8,8,0.458333333,-0.25
Fulham,Southampton,NH,L,L,L,W,L,D,D,W,L,L,3,5,-1.166666667,0.166666667
Hull,Tottenham,NH,L,L,L,L,W,L,W,W,W,W,3,12,-0.291666667,-0.041666667
Newcastle,Sunderland,NH,D,W,L,L,L,W,D,W,L,D,4,8,0.166666667,-0.583333333
Stoke,Man United,H,L,L,L,D,L,W,L,W,L,W,1,9,-0.625,0.458333333
West Ham,Swansea,H,D,L,W,L,D,W,L,L,L,D,5,4,-0.458333333,-0.166666667
Arsenal,Crystal Palace,H,D,W,W,W,W,W,W,L,D,L,13,7,1,-0.666666667
West Brom,Liverpool,NH,L,D,L,W,D,W,D,W,W,L,5,10,-0.25,1.208333333
Man City,Chelsea,NH,W,W,W,W,W,D,W,W,W,W,15,13,1.75,0.958333333
Aston Villa,West Ham,NH,L,W,D,L,W,W,D,L,W,L,7,7,-0.28,-0.36
Chelsea,Newcastle,H,W,D,W,W,W,L,D,W,L,L,13,4,0.96,0.04
Crystal Palace,West Brom,H,L,W,W,L,D,D,L,D,L,W,7,5,-0.72,-0.24
Liverpool,Arsenal,H,D,W,D,W,W,W,D,W,W,W,11,13,1.16,1.04
Norwich,Man City,NH,L,D,W,L,D,L,W,W,W,W,5,12,-0.72,1.64
Southampton,Stoke,NH,W,D,D,W,L,W,L,L,L,D,8,4,0.28,-0.56
Sunderland,Hull,NH,W,W,D,W,L,D,L,L,L,L,10,1,-0.44,-0.28
Swansea,Cardiff,H,L,W,L,L,L,W,L,L,L,L,3,3,-0.24,-0.88
Man United,Fulham,NH,L,W,L,W,L,L,L,L,L,W,6,3,0.4,-1.24
Tottenham,Everton,H,D,L,W,W,W,W,L,D,W,D,10,8,-0.04,0.48
Cardiff,Aston Villa,NH,L,W,L,L,L,L,L,W,D,L,3,4,-0.961538462,-0.346153846
Hull,Southampton,NH,W,D,L,L,L,D,W,D,D,W,4,9,-0.192307692,0.269230769
West Brom,Chelsea,NH,L,D,L,D,L,W,W,D,W,W,2,13,-0.307692308,1.038461538
West Ham,Norwich,H,W,W,D,L,W,D,L,D,W,L,10,5,-0.269230769,-0.692307692
Arsenal,Man United,NH,L,W,D,W,W,D,L,W,L,W,10,7,0.846153846,0.384615385
Fulham,Liverpool,NH,D,L,L,L,L,W,D,W,D,W,1,11,-1.192307692,1.269230769
Newcastle,Tottenham,NH,L,L,D,W,L,W,D,L,W,W,4,10,-0.076923077,0
Stoke,Swansea,NH,D,W,L,L,L,W,L,W,L,L,4,6,-0.538461538,-0.115384615
Arsenal,Sunderland,H,L,W,D,W,W,L,W,W,D,W,10,10,0.846153846,-0.5
Cardiff,Hull,NH,L,W,L,L,L,W,D,L,L,L,3,4,-0.961538462,-0.192307692
Chelsea,Everton,H,D,W,W,D,W,L,L,W,L,D,11,4,1,0.37037037
Crystal Palace,Man United,NH,L,W,L,W,W,D,D,L,W,L,9,5,-0.666666667,0.37037037
Man City,Stoke,H,W,D,L,W,W,D,D,W,L,L,10,5,1.555555556,-0.518518519
West Brom,Fulham,NH,D,L,D,L,D,L,D,L,L,L,3,1,-0.296296296,-1.185185185
West Ham,Southampton,H,W,W,W,D,L,W,D,W,D,D,10,9,-0.185185185,0.296296296
Liverpool,Swansea,H,W,W,D,W,D,D,W,L,W,L,11,7,1.259259259,-0.111111111
Newcastle,Aston Villa,H,L,L,L,D,W,D,L,L,W,D,4,5,-0.222222222,-0.333333333
Norwich,Tottenham,H,L,D,L,D,W,W,W,D,L,W,5,10,-0.740740741,0.148148148
Everton,West Ham,H,L,L,W,L,D,W,W,W,D,L,4,10,0.37037037,-0.185185185
Fulham,Chelsea,NH,L,D,L,L,L,D,W,W,D,W,1,11,-1.185185185,1
Hull,Newcastle,NH,W,L,W,D,L,W,L,L,L,D,7,4,-0.071428571,-0.178571429
Southampton,Liverpool,NH,L,W,D,W,D,W,W,W,D,W,8,13,0.214285714,1.25
Stoke,Arsenal,H,L,D,D,W,L,W,D,L,W,D,5,8,-0.535714286,0.892857143
Aston Villa,Norwich,H,L,D,L,L,W,W,L,D,L,D,4,5,-0.357142857,-0.678571429
Swansea,Crystal Palace,NH,L,D,W,L,W,D,L,W,L,W,7,7,-0.142857143,-0.642857143
Tottenham,Cardiff,H,L,W,W,D,L,L,D,L,W,L,7,4,0.107142857,-1.035714286
Cardiff,Fulham,H,L,D,L,W,L,D,L,D,L,L,4,2,-1.035714286,-1.142857143
Chelsea,Tottenham,H,W,D,W,W,D,L,W,W,D,L,11,7,1,0.107142857
Crystal Palace,Southampton,NH,D,L,W,L,W,L,W,D,W,D,7,8,-0.642857143,0.214285714
Norwich,Stoke,NH,W,L,D,L,D,L,D,D,W,L,5,5,-0.678571429,-0.535714286
West Brom,Man United,NH,L,D,D,L,D,W,W,D,D,L,3,8,-0.379310345,0.517241379
Aston Villa,Chelsea,H,W,L,D,L,L,W,W,D,W,W,4,13,-0.24137931,1.034482759
Everton,Cardiff,H,W,W,L,L,W,L,L,D,L,W,9,4,0.413793103,-1.034482759
Fulham,Newcastle,H,L,D,L,D,L,W,W,L,L,L,2,6,-1.172413793,-0.068965517
Hull,Man City,NH,L,W,L,W,D,W,W,W,D,L,7,10,-0.172413793,1.689655172
Southampton,Norwich,H,L,L,W,D,W,L,W,L,D,L,7,4,0.103448276,-0.75862069
Stoke,West Ham,H,W,L,D,D,W,L,W,W,W,W,8,12,-0.482758621,-0.137931034
Sunderland,Crystal Palace,NH,L,D,L,L,W,L,D,L,W,L,4,4,-0.620689655,-0.655172414
Swansea,West Brom,NH,D,L,D,W,L,L,D,D,L,D,5,3,-0.137931034,-0.379310345
Man United,Liverpool,NH,W,W,D,D,L,W,W,W,W,D,8,13,0.517241379,1.310344828
Tottenham,Arsenal,NH,L,W,L,W,W,W,L,W,D,L,9,7,0,0.833333333
Cardiff,Liverpool,NH,W,L,L,D,L,W,W,W,W,W,4,15,-0.933333333,1.366666667
Chelsea,Arsenal,H,W,W,W,D,W,W,L,W,D,L,13,7,1.133333333,0.833333333
Everton,Swansea,H,W,W,W,L,L,L,D,L,D,W,9,5,0.433333333,-0.166666667
Hull,West Brom,H,L,L,W,L,W,W,L,D,D,L,6,5,-0.233333333,-0.333333333
Man City,Fulham,H,W,W,W,W,D,L,L,D,L,D,13,2,1.733333333,-1.2
Newcastle,Crystal Palace,H,L,W,W,L,L,D,L,D,L,W,6,5,-0.1,-0.633333333
Norwich,Sunderland,H,D,L,W,L,D,L,L,D,L,L,5,1,-0.733333333,-0.633333333
West Ham,Man United,NH,L,L,W,W,W,L,W,W,D,D,9,8,-0.2,0.4
Aston Villa,Stoke,NH,W,W,L,D,L,D,W,L,D,D,7,6,-0.2,-0.466666667
Tottenham,Southampton,H,L,L,W,L,W,W,W,L,L,W,6,9,-0.032258065,0.193548387
Arsenal,Swansea,NH,L,W,L,W,D,L,L,D,L,D,7,2,0.612903226,-0.193548387
Man United,Man City,NH,W,L,W,W,D,D,W,W,W,W,10,13,0.451612903,1.677419355
Newcastle,Everton,NH,W,L,W,W,L,W,W,W,W,L,9,12,-0.064516129,0.516129032
Liverpool,Sunderland,H,W,W,W,W,W,L,L,L,D,L,15,1,1.419354839,-0.64516129
West Ham,Hull,H,L,L,L,W,W,W,L,L,W,L,6,6,-0.258064516,-0.161290323
Arsenal,Man City,NH,L,W,L,W,D,D,W,W,W,W,7,13,0.612903226,1.677419355
Crystal Palace,Chelsea,H,L,D,L,D,L,L,W,W,W,D,2,10,-0.64516129,1.064516129
Man United,Aston Villa,H,W,L,W,W,D,L,W,W,L,D,10,7,0.451612903,-0.290322581
Southampton,Newcastle,H,W,W,L,L,W,W,L,W,W,L,9,9,0.193548387,-0.064516129
Stoke,Hull,H,W,W,D,W,L,L,W,L,L,W,10,6,-0.28125,-0.1875
Swansea,Norwich,H,D,L,L,D,L,W,L,D,L,W,2,7,-0.1875,-0.6875
West Brom,Cardiff,NH,D,L,W,L,D,L,L,W,L,L,5,3,-0.375,-1
Fulham,Everton,NH,L,W,L,L,D,W,W,W,W,W,4,15,-1.25,0.5625
Liverpool,Tottenham,H,W,W,W,W,W,W,L,L,W,L,15,6,1.40625,0
Sunderland,West Ham,NH,L,L,L,L,D,W,L,L,L,W,1,6,-0.75,-0.21875
Aston Villa,Fulham,NH,L,L,W,W,L,L,W,L,L,D,6,4,-0.375,-1.25
Cardiff,Crystal Palace,NH,L,L,W,L,L,W,L,D,L,D,3,5,-1,-0.59375
Chelsea,Stoke,H,W,L,W,W,W,W,W,D,W,L,12,10,1.21875,-0.28125
Hull,Swansea,H,L,W,L,L,W,D,L,L,D,L,6,2,-0.1875,-0.1875
Man City,Southampton,H,L,W,D,W,W,W,L,W,W,L,10,9,1.636363636,0.272727273
Newcastle,Man United,NH,L,L,W,L,W,W,L,W,L,W,6,9,-0.272727273,0.424242424
Norwich,West Brom,NH,L,W,L,D,L,W,D,L,W,L,4,7,-0.757575758,-0.333333333
Everton,Arsenal,H,W,W,W,W,W,D,D,L,W,L,15,5,0.636363636,0.575757576
West Ham,Liverpool,NH,W,W,L,L,L,W,W,W,W,W,6,15,-0.181818182,1.484848485
Tottenham,Sunderland,H,L,W,L,L,W,L,L,L,L,L,6,0,-0.121212121,-0.757575758
Crystal Palace,Aston Villa,H,W,W,L,D,L,L,L,L,W,W,7,6,-0.484848485,-0.393939394
Fulham,Norwich,H,L,L,W,L,L,L,W,L,D,L,3,4,-1.272727273,-0.757575758
Southampton,Cardiff,NH,W,L,W,W,L,D,L,L,W,L,9,4,0.272727273,-0.96969697
Stoke,Newcastle,H,W,W,W,D,W,L,L,W,L,W,13,6,-0.242424242,-0.272727273
Sunderland,Everton,NH,D,L,L,L,L,W,W,W,W,W,1,15,-0.735294118,0.647058824
West Brom,Tottenham,NH,D,W,D,L,W,W,L,W,L,L,8,6,-0.323529412,0
Liverpool,Man City,H,W,W,W,W,W,D,L,W,D,W,15,8,1.470588235,1.588235294
Swansea,Chelsea,NH,L,W,D,L,L,W,L,W,L,W,4,9,-0.117647059,1.205882353
Arsenal,West Ham,H,L,D,D,L,W,L,W,W,L,L,5,6,0.470588235,-0.205882353
Everton,Crystal Palace,NH,W,W,W,W,W,W,W,W,L,D,15,10,0.647058824,-0.441176471
Man City,Sunderland,NH,D,L,W,D,W,D,L,L,L,L,8,1,1.588235294,-0.735294118
Aston Villa,Southampton,NH,L,L,L,L,W,L,W,L,W,W,3,9,-0.411764706,0.176470588
Cardiff,Stoke,NH,L,D,L,L,W,L,W,W,W,D,4,10,-1.029411765,-0.323529412
Chelsea,Sunderland,NH,W,L,W,L,W,D,L,L,L,L,9,1,1.205882353,-0.735294118
Newcastle,Swansea,NH,L,L,L,L,W,L,L,W,D,L,3,4,-0.4,-0.142857143
Tottenham,Fulham,H,D,W,L,W,L,W,W,L,L,W,7,9,0,-1.142857143
West Ham,Crystal Palace,NH,L,L,W,W,L,W,W,W,W,L,6,12,-0.257142857,-0.4
Everton,Man United,H,L,W,W,W,W,L,W,W,L,W,12,9,0.6,0.457142857
Hull,Arsenal,NH,L,W,L,L,W,W,L,D,D,L,6,5,-0.257142857,0.514285714
Norwich,Liverpool,NH,L,L,L,W,L,W,W,W,W,W,3,15,-0.771428571,1.457142857
Man City,West Brom,H,W,D,L,W,D,L,D,W,D,L,8,5,1.6,-0.371428571
Fulham,Hull,NH,W,W,L,L,W,L,W,L,L,W,9,6,-1.142857143,-0.257142857
Man United,Norwich,H,L,W,W,L,W,L,L,L,W,L,9,3,0.457142857,-0.771428571
Southampton,Everton,H,L,L,W,L,W,L,W,W,W,W,6,12,0.142857143,0.6
Stoke,Tottenham,NH,D,W,L,W,W,W,D,W,L,W,10,10,-0.277777778,0.055555556
Swansea,Aston Villa,H,W,L,L,W,D,L,D,L,L,L,7,1,-0.111111111,-0.472222222
West Brom,West Ham,H,W,L,D,W,D,L,L,L,W,W,8,6,-0.333333333,-0.277777778
Crystal Palace,Man City,NH,W,W,W,W,W,W,W,D,L,W,15,10,-0.361111111,1.611111111
Liverpool,Chelsea,NH,W,W,W,W,W,L,W,W,L,W,15,9,1.444444444,1.138888889
Sunderland,Cardiff,H,W,W,D,L,L,D,W,L,D,L,7,5,-0.555555556,-0.944444444
Arsenal,Newcastle,H,W,W,L,D,D,L,L,L,L,L,8,0,0.583333333,-0.416666667
Aston Villa,Hull,H,L,D,L,L,L,D,L,W,L,L,1,4,-0.472222222,-0.25
Man United,Sunderland,NH,W,L,W,W,L,W,W,D,L,L,9,7,0.555555556,-0.555555556
Newcastle,Cardiff,H,L,L,L,L,L,D,W,L,D,L,0,5,-0.416666667,-0.944444444
Stoke,Fulham,H,L,D,W,L,W,D,L,W,W,L,7,7,-0.297297297,-1.135135135
Swansea,Southampton,NH,W,W,L,L,W,W,D,L,L,W,9,7,-0.027027027,0.189189189
West Ham,Tottenham,H,L,L,L,L,W,W,W,D,W,L,3,10,-0.297297297,0.081081081
Everton,Man City,NH,L,W,L,W,W,W,W,W,D,L,9,10,0.567567568,1.594594595
Arsenal,West Brom,H,W,W,W,L,D,L,W,L,D,W,10,7,0.648648649,-0.351351351
Chelsea,Norwich,NH,W,L,W,W,L,L,L,L,L,L,9,0,1.162162162,-0.864864865
Crystal Palace,Liverpool,NH,L,W,W,W,W,L,W,W,W,W,12,12,-0.405405405,1.351351351
Man United,Hull,H,L,W,L,W,W,L,D,L,W,L,9,4,0.513513514,-0.297297297
Man City,Aston Villa,H,W,W,W,D,L,W,L,D,L,L,10,4,1.594594595,-0.405405405
Sunderland,West Brom,H,W,W,W,D,L,L,W,L,D,W,10,7,-0.513513514,-0.351351351
Cardiff,Chelsea,NH,L,L,D,W,L,D,W,L,W,W,4,10,-1.078947368,1.131578947
Fulham,Crystal Palace,NH,L,D,L,W,W,D,L,W,W,W,7,10,-1.184210526,-0.394736842
Hull,Everton,NH,L,L,D,L,W,L,L,W,L,W,4,6,-0.342105263,0.526315789
Liverpool,Newcastle,H,D,L,W,W,W,W,L,L,L,L,10,3,1.315789474,-0.394736842
Man City,West Ham,H,W,W,W,W,D,W,L,L,L,L,13,3,1.657894737,-0.236842105
Norwich,Arsenal,NH,D,L,L,L,L,W,W,W,W,L,1,12,-0.842105263,0.657894737
Southampton,Man United,NH,W,W,D,L,L,W,L,W,L,W,7,9,0.210526316,0.552631579
Sunderland,Swansea,NH,W,W,W,W,D,L,W,W,L,L,13,6,-0.447368421,-0.052631579
Tottenham,Aston Villa,H,L,W,W,D,W,L,W,L,D,L,10,4,0.026315789,-0.5
West Brom,Stoke,NH,L,L,W,L,D,W,L,D,W,L,4,7,-0.394736842,-0.210526316
Arsenal,Crystal Palace,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Leicester,Everton,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Man United,Swansea,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
QPR,Hull,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Stoke,Aston Villa,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
West Brom,Sunderland,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
West Ham,Tottenham,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Liverpool,Southampton,H,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Newcastle,Man City,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Burnley,Chelsea,NH,M,M,M,M,M,M,M,M,M,M,0,0,0,0
Aston Villa,Newcastle,NH,W,M,M,M,M,L,M,M,M,M,3,0,0.5,-1
Chelsea,Leicester,H,W,M,M,M,M,D,M,M,M,M,3,1,1,0
Crystal Palace,West Ham,NH,L,M,M,M,M,L,M,M,M,M,0,0,-0.5,-0.5
Everton,Arsenal,NH,D,M,M,M,M,W,M,M,M,M,1,3,0,0.5
Southampton,West Brom,NH,L,M,M,M,M,D,M,M,M,M,0,1,-0.5,0
Swansea,Burnley,H,W,M,M,M,M,L,M,M,M,M,3,0,0.5,-1
Hull,Stoke,NH,W,M,M,M,M,L,M,M,M,M,3,0,0.5,-0.5
Sunderland,Man United,NH,D,M,M,M,M,L,M,M,M,M,1,0,0,-0.5
Tottenham,QPR,H,W,M,M,M,M,L,M,M,M,M,3,0,0.5,-0.5
Man City,Liverpool,H,W,M,M,M,M,W,M,M,M,M,3,3,1,0.5
Burnley,Man United,NH,L,L,M,M,M,D,L,M,M,M,0,1,-1,-0.333333333
Everton,Chelsea,NH,D,D,M,M,M,W,W,M,M,M,2,6,0,1.333333333
Man City,Stoke,NH,W,W,M,M,M,D,L,M,M,M,6,1,1.333333333,-0.333333333
Newcastle,Crystal Palace,NH,D,L,M,M,M,L,L,M,M,M,1,0,-0.666666667,-1
QPR,Sunderland,H,L,L,M,M,M,D,D,M,M,M,0,2,-1.666666667,0
Swansea,West Brom,H,W,W,M,M,M,D,D,M,M,M,6,2,0.666666667,0
West Ham,Southampton,NH,W,L,M,M,M,D,L,M,M,M,3,1,0.333333333,-0.333333333
Aston Villa,Hull,H,D,W,M,M,M,D,W,M,M,M,4,4,0.333333333,0.333333333
Leicester,Arsenal,NH,L,D,M,M,M,D,W,M,M,M,1,4,-0.666666667,0.333333333
Tottenham,Liverpool,NH,W,W,M,M,M,L,W,M,M,M,6,3,1.666666667,-0.333333333
Arsenal,Man City,NH,D,D,W,M,M,L,W,W,M,M,5,6,0.25,0.75
Chelsea,Swansea,H,W,W,W,M,M,W,W,W,M,M,9,9,1.75,1.25
Crystal Palace,Burnley,NH,D,L,L,M,M,D,L,L,M,M,1,1,-0.75,-0.75
Liverpool,Aston Villa,NH,W,L,W,M,M,W,D,W,M,M,6,7,0.5,0.5
Southampton,Newcastle,H,W,D,L,M,M,D,D,L,M,M,4,2,0.25,-0.5
Stoke,Leicester,NH,W,D,L,M,M,D,L,D,M,M,4,2,0,-0.5
Sunderland,Tottenham,NH,L,D,D,M,M,L,W,W,M,M,2,6,-0.25,0.5
West Brom,Everton,NH,L,D,D,M,M,L,D,D,M,M,2,2,-0.75,-0.75
Man United,QPR,H,D,D,L,M,M,W,L,L,M,M,2,3,-0.25,-1
Hull,West Ham,NH,L,D,W,M,M,L,W,L,M,M,4,3,0,-0.25
Aston Villa,Arsenal,NH,W,W,D,W,M,D,D,D,W,M,10,6,0.6,0.2
Burnley,Sunderland,NH,D,D,L,L,M,D,L,D,D,M,2,3,-0.6,-0.2
Newcastle,Hull,NH,L,D,D,L,M,D,L,D,W,M,2,5,-1.2,0
QPR,Stoke,NH,L,W,L,L,M,L,W,D,L,M,3,4,-1.6,-0.2
Swansea,Southampton,NH,L,W,W,W,M,W,W,D,L,M,9,7,0.6,1
West Ham,Liverpool,H,D,L,W,L,M,L,W,L,W,M,4,6,-0.2,0.2
Everton,Crystal Palace,NH,W,L,D,D,M,D,D,L,L,M,5,2,-0.2,-0.6
Leicester,Man United,H,W,D,L,D,M,W,D,D,L,M,5,5,-0.2,0.6
Man City,Chelsea,NH,D,L,W,W,M,W,W,W,W,M,7,12,0.6,1.8
Tottenham,West Brom,NH,D,L,W,W,M,L,L,D,D,M,7,2,0.4,-1
Arsenal,Tottenham,NH,W,D,D,D,W,L,D,L,W,W,9,7,0.666666667,0.166666667
Chelsea,Aston Villa,H,D,W,W,W,W,L,W,W,D,W,13,10,1.5,0
Crystal Palace,Leicester,H,W,D,D,L,L,W,W,D,L,D,5,8,-0.333333333,0.166666667
Hull,Man City,NH,D,D,L,D,W,D,D,L,W,W,6,8,0,0.5
Liverpool,Everton,NH,L,L,W,L,W,L,W,L,D,D,6,5,-0.166666667,-0.333333333
Man United,West Ham,H,L,W,D,D,L,W,D,L,W,L,5,7,0.166666667,0.166666667
Southampton,QPR,H,W,W,W,D,L,D,L,W,L,L,10,4,1,-1.333333333
Sunderland,Swansea,NH,D,D,L,D,D,L,L,W,W,W,4,9,-0.166666667,0.333333333
West Brom,Burnley,H,W,L,L,D,D,D,D,D,L,L,5,3,-0.666666667,-0.5
Stoke,Newcastle,H,D,L,W,D,L,D,L,D,D,L,5,3,-0.166666667,-1
Aston Villa,Man City,NH,L,L,W,W,D,W,D,D,L,W,7,8,-0.428571429,0.714285714
Hull,Crystal Palace,H,L,D,D,L,D,W,W,D,D,L,3,8,-0.285714286,0
Leicester,Burnley,NH,L,W,W,D,L,L,D,D,D,L,7,3,-0.142857143,-1
Liverpool,West Brom,H,D,L,L,W,L,W,W,L,L,D,4,7,-0.142857143,0
Sunderland,Stoke,H,D,D,D,L,D,W,D,L,W,D,4,8,-0.142857143,0
Swansea,Newcastle,NH,D,L,L,W,W,L,D,L,D,D,7,3,0.285714286,-1
Chelsea,Arsenal,H,W,D,W,W,W,D,W,D,D,D,13,7,1.714285714,0.571428571
Man United,Everton,H,W,L,W,D,D,D,L,W,L,D,8,5,0.285714286,-0.285714286
Tottenham,Southampton,H,D,L,D,L,W,W,W,W,W,D,5,13,0.142857143,1
West Ham,QPR,H,L,W,D,L,W,L,D,L,W,L,7,4,0,-1.285714286
Arsenal,Hull,NH,L,D,W,D,D,W,L,D,D,L,6,5,0.25,0
Burnley,West Ham,NH,D,L,D,D,D,W,L,W,D,L,4,7,-0.875,0.25
Crystal Palace,Chelsea,NH,L,W,W,D,D,W,W,D,W,W,8,13,-0.25,1.75
Everton,Aston Villa,H,L,D,L,W,L,L,L,L,W,W,4,6,-0.375,-0.625
Man City,Tottenham,H,W,W,D,D,L,W,D,L,D,L,8,5,0.875,0.25
Newcastle,Leicester,H,D,L,D,L,D,D,L,W,W,D,3,8,-0.875,-0.125
Southampton,Sunderland,H,L,W,W,W,W,W,D,D,D,L,12,6,0.75,0.125
QPR,Liverpool,NH,L,L,D,L,W,W,D,L,L,W,4,7,-1.375,0
Stoke,Swansea,H,L,W,D,L,W,D,D,L,L,W,7,5,-0.25,0.25
West Brom,Man United,NH,L,W,W,L,L,W,W,L,W,D,6,10,-0.125,0.375
Liverpool,Hull,NH,W,W,D,L,L,D,W,L,D,D,7,6,0.111111111,0
Southampton,Stoke,H,W,L,W,W,W,W,L,W,D,L,12,7,1.555555556,-0.111111111
Sunderland,Arsenal,NH,L,W,D,D,D,D,L,D,W,D,6,6,-0.777777778,0.222222222
Swansea,Leicester,H,L,D,D,L,L,L,D,L,W,W,2,7,0.111111111,-0.222222222
West Brom,Crystal Palace,NH,D,L,W,W,L,L,L,W,W,D,7,7,-0.111111111,-0.333333333
West Ham,Man City,H,W,W,L,W,D,W,W,W,D,D,10,11,0.444444444,1.111111111
Burnley,Everton,NH,L,D,L,D,D,W,L,D,L,W,3,7,-1,0
Man United,Chelsea,NH,D,W,W,L,W,W,W,W,D,W,10,13,0.333333333,1.666666667
Tottenham,Newcastle,NH,L,W,D,L,D,W,D,L,D,L,5,5,-0.111111111,-0.666666667
QPR,Aston Villa,H,L,L,L,D,L,L,L,L,L,W,1,3,-1.333333333,-0.888888889
Arsenal,Burnley,H,W,D,L,D,W,L,L,D,L,D,8,2,0.4,-1.1
