FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,ATFormPts,HTGD,ATGD,DiffPts,DiffFormPts
NH,23,28,49,43,0.6296296296296297,0.7037037037037037,L,D,W,L,D,D,L,W,L,D,5,-0.9629629629629628,-0.5555555555555556,-0.074074074074074,0.0
NH,29,31,33,27,1.1851851851851851,1.7777777777777777,L,D,L,W,L,D,W,L,D,W,8,-0.1481481481481481,0.1481481481481481,-0.5925925925925926,-0.1481481481481481
H,29,29,40,33,0.8148148148148148,1.0740740740740742,L,D,W,L,W,L,W,L,L,L,3,-0.4074074074074074,-0.1481481481481481,-0.2592592592592592,0.1481481481481481
H,45,30,16,40,2.107142857142857,1.0714285714285714,W,W,W,W,W,L,L,W,L,L,3,1.0357142857142858,-0.3571428571428571,1.0357142857142858,0.4285714285714285
NH,28,63,43,31,0.7142857142857143,2.0357142857142856,D,D,L,W,L,W,W,L,W,L,9,-0.5357142857142857,1.1428571428571428,-1.3214285714285714,-0.1428571428571428
H,35,33,30,46,1.3928571428571428,1.0357142857142858,W,W,L,L,L,L,L,D,W,W,7,0.1785714285714285,-0.4642857142857143,0.3571428571428571,-0.0357142857142857
NH,41,32,35,38,1.4642857142857142,1.3928571428571428,D,W,L,D,D,D,D,L,W,W,8,0.2142857142857142,-0.2142857142857142,0.0714285714285714,-0.0714285714285714
H,39,35,44,32,1.2142857142857142,1.4285714285714286,W,D,D,L,W,D,W,W,W,W,13,-0.1785714285714285,0.1071428571428571,-0.2142857142857142,-0.1785714285714285
NH,26,31,52,29,0.7142857142857143,1.1785714285714286,L,W,L,D,L,L,D,D,L,W,5,-0.9285714285714286,0.0714285714285714,-0.4642857142857143,-0.0357142857142857
H,63,30,31,40,2.0357142857142856,1.0714285714285714,W,W,L,W,L,L,L,W,L,L,3,1.1428571428571428,-0.3571428571428571,0.9642857142857144,0.2142857142857142
H,31,41,34,35,1.25,1.4642857142857142,W,L,D,L,W,D,W,L,D,D,6,-0.1071428571428571,0.2142857142857142,-0.2142857142857142,0.0357142857142857
NH,30,45,45,16,0.7857142857142857,2.107142857142857,L,L,D,W,L,W,W,W,W,W,15,-0.5357142857142857,1.0357142857142858,-1.3214285714285714,-0.3928571428571428
NH,33,32,46,38,1.0357142857142858,1.3928571428571428,L,L,D,W,W,D,D,L,W,W,8,-0.4642857142857143,-0.2142857142857142,-0.3571428571428571,-0.0357142857142857
H,40,41,44,30,1.2758620689655171,1.4827586206896552,W,W,D,D,L,L,L,W,W,L,6,-0.1379310344827586,0.3793103448275862,-0.2068965517241379,0.0689655172413793
NH,28,53,55,9,0.6896551724137931,2.4482758620689653,L,L,W,L,D,W,W,D,W,W,13,-0.9310344827586208,1.5172413793103448,-1.7586206896551724,-0.3103448275862069
H,29,35,44,31,0.7241379310344828,1.3448275862068966,D,D,D,L,W,L,W,W,L,L,6,-0.5172413793103449,0.1379310344827586,-0.6206896551724138,0.0
NH,34,25,29,36,1.7586206896551724,1.0689655172413792,W,L,D,W,L,W,W,L,L,L,6,0.1724137931034483,-0.3793103448275862,0.6896551724137931,0.0344827586206896
H,25,31,49,35,0.7241379310344828,1.103448275862069,W,D,L,D,W,L,W,L,W,L,6,-0.8275862068965517,-0.1379310344827586,-0.3793103448275862,0.0689655172413793
NH,34,36,31,34,1.2413793103448276,1.3793103448275863,W,L,D,D,L,L,D,W,W,W,10,0.1034482758620689,0.0689655172413793,-0.1379310344827586,-0.1724137931034483
H,53,25,9,49,2.4482758620689653,0.7241379310344828,W,W,D,W,W,W,D,L,D,W,8,1.5172413793103448,-0.8275862068965517,1.7241379310344829,0.1724137931034483
H,32,35,38,31,1.3793103448275863,1.3448275862068966,D,D,D,L,W,L,W,W,L,L,6,-0.2068965517241379,0.1379310344827586,0.0344827586206896,0.0
NH,41,25,30,36,1.4827586206896552,1.0689655172413792,L,L,W,W,L,W,W,L,L,L,6,0.3793103448275862,-0.3793103448275862,0.4137931034482758,0.0
NH,25,64,36,32,1.0689655172413792,2.0,W,W,L,L,L,D,W,W,L,W,10,-0.3793103448275862,1.103448275862069,-0.9310344827586208,-0.1379310344827586
H,37,29,34,58,1.4333333333333331,0.6666666666666666,W,L,D,W,W,L,L,L,W,L,3,0.1,-0.9666666666666668,0.7666666666666667,0.2333333333333333
NH,34,25,38,50,1.4333333333333331,0.7,W,D,D,D,L,L,W,D,L,D,5,-0.1333333333333333,-0.8333333333333334,0.7333333333333333,0.0333333333333333
H,54,32,9,45,2.466666666666667,0.8666666666666667,W,W,W,D,W,D,W,L,L,D,5,1.5,-0.4333333333333333,1.6,0.2666666666666666
H,47,33,17,47,2.1,1.0,D,W,W,W,W,L,D,L,L,D,2,1.0,-0.4666666666666667,1.1,0.3666666666666666
NH,31,41,45,45,1.0,1.2666666666666666,L,L,L,L,W,D,W,W,D,D,9,-0.4666666666666667,-0.1333333333333333,-0.2666666666666666,-0.2
H,35,34,33,32,1.3,1.2,L,L,W,W,L,L,W,L,D,D,5,0.0666666666666666,0.0666666666666666,0.1,0.0333333333333333
H,31,34,37,37,1.0666666666666669,1.2666666666666666,L,L,W,L,W,W,L,W,L,D,7,-0.2,-0.1,-0.2,-0.0333333333333333
H,41,34,30,30,1.4666666666666666,1.7,D,L,L,W,W,L,W,L,D,W,7,0.3666666666666666,0.1333333333333333,-0.2333333333333333,0.0
NH,43,30,39,44,1.4,0.8,L,D,D,W,L,W,D,D,D,L,6,0.1333333333333333,-0.4666666666666667,0.6,-0.0333333333333333
H,67,29,32,58,2.033333333333333,0.6666666666666666,W,D,W,W,L,L,L,L,W,L,3,1.1666666666666667,-0.9666666666666668,1.3666666666666667,0.2333333333333333
NH,33,37,37,34,1.1290322580645162,1.3548387096774193,W,L,L,W,L,W,L,L,W,W,9,-0.1290322580645161,0.0967741935483871,-0.2258064516129032,-0.0967741935483871
NH,35,35,42,34,1.3870967741935485,1.1612903225806452,L,W,D,D,D,L,L,W,L,D,4,-0.2258064516129032,0.032258064516129,0.2258064516129032,0.064516129032258
NH,33,44,49,42,0.8387096774193549,1.3548387096774193,L,D,W,L,L,L,L,D,D,W,5,-0.5161290322580645,0.064516129032258,-0.5161290322580645,-0.032258064516129
H,43,38,31,34,1.5161290322580645,1.4838709677419355,W,D,L,L,W,W,W,L,D,W,10,0.3870967741935484,0.1290322580645161,0.032258064516129,-0.0967741935483871
NH,48,25,17,37,2.129032258064516,1.032258064516129,W,D,W,W,W,L,D,W,W,L,7,1.0,-0.3870967741935484,1.096774193548387,0.1935483870967742
NH,41,34,48,39,1.2258064516129032,1.2258064516129032,L,D,W,W,D,L,W,L,W,L,6,-0.2258064516129032,-0.1612903225806451,0.0,0.064516129032258
NH,33,58,45,10,0.8709677419354839,2.4838709677419355,W,W,D,D,D,W,W,W,W,D,13,-0.3870967741935484,1.5483870967741935,-1.6129032258064515,-0.1290322580645161
H,36,32,48,46,1.064516129032258,1.0,W,L,D,L,L,D,L,L,L,L,1,-0.3870967741935484,-0.4516129032258064,0.064516129032258,0.0967741935483871
H,29,35,51,32,0.7741935483870968,1.6451612903225807,W,L,W,D,L,L,L,W,L,D,4,-0.7096774193548387,0.0967741935483871,-0.8709677419354839,0.0967741935483871
H,25,33,37,45,1.032258064516129,0.8709677419354839,L,D,W,W,L,W,W,D,D,D,9,-0.3870967741935484,-0.3870967741935484,0.1612903225806451,-0.064516129032258
H,38,37,35,51,1.4375,1.03125,L,W,W,L,D,L,W,L,D,L,4,0.09375,-0.4375,0.40625,0.09375
NH,61,34,11,38,2.5,1.125,W,W,W,W,W,D,W,L,L,W,7,1.5625,-0.125,1.375,0.25
H,37,44,36,31,1.15625,1.5625,D,L,L,W,L,W,W,D,L,L,7,0.03125,0.40625,-0.40625,-0.09375
NH,45,72,42,33,1.40625,2.09375,W,L,L,D,D,W,W,W,D,W,13,0.09375,1.21875,-0.6875,-0.25
H,30,48,63,17,0.625,2.09375,L,L,L,L,L,D,W,D,W,W,11,-1.03125,0.96875,-1.46875,-0.34375
H,33,37,49,44,0.96875,1.375,L,D,L,L,L,D,L,W,D,D,6,-0.5,-0.21875,-0.40625,-0.15625
NH,37,30,39,51,1.28125,0.84375,W,L,W,L,W,W,W,L,W,D,10,-0.0625,-0.65625,0.4375,-0.03125
H,35,33,33,50,1.59375,0.8125,L,L,L,W,L,L,L,D,W,L,4,0.0625,-0.53125,0.78125,-0.03125
H,38,41,35,49,1.34375,1.1875,D,W,L,L,W,L,L,D,W,W,7,0.09375,-0.25,0.15625,0.0
NH,34,33,38,49,1.125,0.96875,D,W,L,L,W,L,D,L,L,L,1,-0.125,-0.5,0.15625,0.1875
NH,39,41,48,36,1.3333333333333333,1.4848484848484849,L,D,L,W,D,W,L,W,W,L,9,-0.2727272727272727,0.1515151515151515,-0.1515151515151515,-0.1212121212121212
NH,33,32,54,63,0.7878787878787878,0.696969696969697,L,L,L,D,W,W,L,L,L,L,3,-0.6363636363636364,-0.9393939393939394,0.0909090909090909,0.0303030303030303
NH,38,38,52,36,1.0303030303030305,1.2121212121212122,D,L,W,L,D,W,D,L,L,W,7,-0.4242424242424242,0.0606060606060606,-0.1818181818181818,-0.0606060606060606
NH,44,39,32,35,1.5151515151515151,1.393939393939394,L,W,W,D,L,W,D,W,L,L,7,0.3636363636363636,0.1212121212121212,0.1212121212121212,0.0
NH,34,38,51,40,0.8181818181818182,1.2727272727272727,L,L,W,W,D,D,W,L,W,L,7,-0.5151515151515151,-0.0606060606060606,-0.4545454545454545,0.0
NH,41,34,36,51,1.4848484848484849,0.8181818181818182,W,L,W,W,L,L,L,W,W,D,7,0.1515151515151515,-0.5151515151515151,0.6666666666666666,0.0606060606060606
NH,45,38,43,52,1.3636363636363635,1.0303030303030305,L,W,L,L,D,D,L,W,L,D,5,0.0606060606060606,-0.4242424242424242,0.3333333333333333,-0.0303030303030303
NH,38,39,40,48,1.2727272727272727,1.3333333333333333,D,W,L,W,L,L,D,L,W,D,5,-0.0606060606060606,-0.2727272727272727,-0.0606060606060606,0.0606060606060606
H,28,33,37,54,1.0909090909090908,0.7878787878787878,W,D,L,D,W,L,L,L,D,W,4,-0.2727272727272727,-0.6363636363636364,0.303030303030303,0.1212121212121212
NH,62,73,12,33,2.4545454545454546,2.121212121212121,D,W,W,W,W,W,W,W,W,D,13,1.5151515151515151,1.2121212121212122,0.3333333333333333,0.0
H,40,48,33,20,1.6764705882352942,1.9705882352941175,W,W,L,L,L,L,L,D,W,D,5,0.2058823529411764,0.8235294117647058,-0.2941176470588235,0.0294117647058823
H,39,35,37,39,1.2058823529411764,1.1176470588235294,D,W,D,L,L,D,D,D,W,L,6,0.0588235294117647,-0.1176470588235294,0.088235294117647,-0.0294117647058823
H,35,43,66,53,0.7058823529411765,1.1176470588235294,D,W,L,L,L,L,L,L,L,D,1,-0.9117647058823528,-0.2941176470588235,-0.4117647058823529,0.088235294117647
NH,37,46,51,34,1.0294117647058822,1.5,D,W,L,D,L,D,L,W,W,D,8,-0.4117647058823529,0.3529411764705882,-0.4705882352941176,-0.088235294117647
NH,41,32,37,53,1.3823529411764706,0.8529411764705882,D,W,D,W,L,D,D,W,W,L,8,0.1176470588235294,-0.6176470588235294,0.5294117647058824,0.0
NH,41,43,42,37,1.3235294117647058,1.5294117647058822,W,D,W,L,W,W,W,L,W,W,12,-0.0294117647058823,0.1764705882352941,-0.2058823529411764,-0.0588235294117647
NH,29,39,37,37,1.1470588235294117,1.2058823529411764,W,W,D,L,D,D,W,D,L,L,5,-0.2352941176470588,0.0588235294117647,-0.0588235294117647,0.088235294117647
H,62,39,12,53,2.411764705882353,1.0294117647058822,D,D,W,W,W,D,D,L,W,L,5,1.4705882352941178,-0.4117647058823529,1.3823529411764706,0.1764705882352941
H,36,46,57,34,0.7941176470588235,1.5,D,L,L,L,D,D,L,W,W,D,8,-0.6176470588235294,0.3529411764705882,-0.7058823529411765,-0.1764705882352941
NH,40,35,33,39,1.6764705882352942,1.1176470588235294,W,W,L,L,L,D,D,D,W,L,6,0.2058823529411764,-0.1176470588235294,0.5588235294117647,0.0
H,50,32,44,57,1.4,0.8285714285714286,W,D,L,W,L,L,D,D,W,W,8,0.1714285714285714,-0.7142857142857143,0.5714285714285714,-0.0285714285714285
H,37,40,67,50,0.7714285714285715,1.2857142857142858,W,D,W,L,L,D,L,L,D,L,2,-0.8571428571428571,-0.2857142857142857,-0.5142857142857142,0.1428571428571428
H,50,43,21,53,2.0,1.1142857142857143,W,L,L,D,W,D,L,L,L,L,1,0.8285714285714286,-0.2857142857142857,0.8857142857142857,0.1714285714285714
H,38,37,53,55,1.0,0.8,L,D,W,L,D,D,L,L,L,W,4,-0.4285714285714285,-0.5142857142857142,0.2,0.0285714285714285
H,74,42,33,38,2.1142857142857143,1.3714285714285714,W,D,W,W,W,D,D,W,D,W,9,1.1714285714285717,0.1142857142857142,0.7428571428571429,0.1142857142857142
NH,32,29,57,37,0.8285714285714286,1.1428571428571428,L,D,D,W,W,D,W,W,D,L,8,-0.7142857142857143,-0.2285714285714285,-0.3142857142857143,0.0
NH,43,50,53,44,1.1142857142857143,1.4,D,L,L,L,L,W,D,L,W,L,7,-0.2857142857142857,0.1714285714285714,-0.2857142857142857,-0.1714285714285714
H,35,29,42,37,1.0857142857142856,1.1428571428571428,L,D,D,D,W,D,W,W,D,L,8,-0.2,-0.2285714285714285,-0.0571428571428571,-0.0571428571428571
NH,44,65,38,13,1.5142857142857142,2.4285714285714284,D,W,W,L,W,W,D,D,W,W,11,0.1714285714285714,1.4857142857142858,-0.9142857142857144,-0.0285714285714285
H,40,41,56,34,1.0,1.6571428571428573,L,D,D,L,W,D,W,W,L,L,7,-0.4571428571428571,0.2,-0.6571428571428571,-0.0571428571428571
NH,48,50,36,44,1.5,1.3888888888888888,L,W,D,L,W,D,W,D,L,W,8,0.3333333333333333,0.1666666666666666,0.1111111111111111,-0.0277777777777777
H,42,42,37,54,1.25,1.0555555555555556,D,W,D,W,D,W,L,D,W,L,7,0.1388888888888889,-0.3333333333333333,0.1944444444444444,0.0555555555555555
NH,43,37,53,58,1.1111111111111112,0.8333333333333334,D,D,L,L,L,W,L,D,L,L,4,-0.2777777777777778,-0.5833333333333334,0.2777777777777778,-0.0555555555555555
H,38,38,59,67,0.7777777777777778,0.8333333333333334,L,D,L,L,L,W,W,D,W,L,10,-0.5833333333333334,-0.8055555555555556,-0.0555555555555555,-0.25
NH,40,54,51,21,1.25,2.0277777777777777,L,D,L,L,D,W,W,L,L,D,7,-0.3055555555555556,0.9166666666666666,-0.7777777777777778,-0.1388888888888889
H,42,42,39,43,1.3333333333333333,1.3055555555555556,L,D,D,W,D,D,D,W,D,W,9,0.0833333333333333,-0.0277777777777777,0.0277777777777777,-0.0833333333333333
NH,33,76,58,33,0.8333333333333334,2.138888888888889,D,L,D,D,W,W,W,D,W,W,13,-0.6944444444444444,1.1944444444444444,-1.3055555555555556,-0.1944444444444444
NH,42,43,56,53,1.0555555555555556,1.1111111111111112,W,L,D,D,L,D,D,L,L,L,2,-0.3888888888888889,-0.2777777777777778,-0.0555555555555555,0.0833333333333333
NH,42,42,43,37,1.3055555555555556,1.25,D,D,W,D,W,D,W,D,W,D,9,-0.0277777777777777,0.1388888888888889,0.0555555555555555,0.0
NH,30,42,38,56,1.1388888888888888,1.0555555555555556,D,D,W,W,D,W,L,D,D,L,5,-0.2222222222222222,-0.3888888888888889,0.0833333333333333,0.1111111111111111
H,68,40,13,55,2.45945945945946,1.2162162162162162,W,W,W,D,D,L,L,D,L,L,1,1.4864864864864864,-0.4054054054054054,1.2432432432432432,0.2702702702702703
NH,37,42,58,62,0.8378378378378378,0.8378378378378378,D,W,L,D,L,W,L,D,L,L,4,-0.5675675675675675,-0.5405405405405406,0.0,0.027027027027027
H,43,46,36,54,1.648648648648649,1.162162162162162,W,L,D,W,W,W,D,D,L,L,5,0.1891891891891892,-0.2162162162162162,0.4864864864864865,0.1351351351351351
NH,55,33,22,60,2.0,0.8108108108108109,D,W,W,L,L,L,D,L,D,D,3,0.8918918918918919,-0.7297297297297297,1.1891891891891893,0.1081081081081081
H,51,47,45,40,1.3783783783783785,1.3783783783783785,D,D,W,D,L,W,L,D,D,W,8,0.1621621621621621,0.1891891891891892,0.0,-0.054054054054054
H,41,38,71,44,0.8108108108108109,1.135135135135135,L,W,W,D,W,W,D,L,D,D,6,-0.8108108108108109,-0.1621621621621621,-0.3243243243243243,0.1081081081081081
NH,42,45,56,41,1.027027027027027,1.4594594594594594,L,W,L,D,W,L,D,D,W,W,8,-0.3783783783783784,0.1081081081081081,-0.4324324324324324,-0.027027027027027
H,79,49,34,37,2.1621621621621623,1.4864864864864864,W,W,W,D,W,D,L,W,D,L,5,1.2162162162162162,0.3243243243243243,0.6756756756756757,0.2162162162162162
NH,55,68,22,13,2.0,2.45945945945946,D,W,W,L,L,W,W,W,D,D,11,0.8918918918918919,1.4864864864864864,-0.4594594594594595,-0.1081081081081081
H,79,43,34,36,2.1621621621621623,1.648648648648649,W,W,W,D,W,W,L,D,W,W,10,1.2162162162162162,0.1891891891891892,0.5135135135135135,0.081081081081081
H,38,86,45,34,1.105263157894737,2.1842105263157894,L,W,D,L,D,W,W,W,W,D,13,-0.1842105263157894,1.368421052631579,-1.0789473684210529,-0.2105263157894736
H,46,43,42,43,1.4473684210526316,1.605263157894737,D,L,D,D,W,L,W,L,D,W,7,0.1052631578947368,0.0,-0.1578947368421052,-0.0263157894736842
NH,40,39,56,60,1.1842105263157894,0.8421052631578947,L,L,L,D,L,D,D,W,L,D,6,-0.4210526315789473,-0.5526315789473685,0.3421052631578947,-0.131578947368421
H,46,42,60,71,1.0789473684210529,0.868421052631579,W,L,W,L,D,W,L,W,W,D,10,-0.3684210526315789,-0.7631578947368421,0.2105263157894736,-0.0789473684210526
H,50,44,40,50,1.4473684210526316,1.236842105263158,L,D,L,W,D,L,L,D,D,W,5,0.2631578947368421,-0.1578947368421052,0.2105263157894736,0.0
NH,46,52,38,45,1.3421052631578947,1.4210526315789471,W,W,D,W,D,W,D,D,W,D,9,0.2105263157894736,0.1842105263157894,-0.0789473684210526,0.0526315789473684
NH,46,71,56,14,1.131578947368421,2.473684210526316,L,W,D,D,L,W,W,W,W,D,13,-0.2631578947368421,1.5,-1.3421052631578947,-0.2105263157894736
NH,44,56,64,25,0.8421052631578947,1.947368421052632,D,W,L,D,L,L,D,W,W,L,7,-0.5263157894736842,0.8157894736842105,-1.105263157894737,-0.0526315789473684
NH,47,32,41,43,1.3421052631578947,1.0789473684210529,L,W,L,D,D,L,L,D,D,W,5,0.1578947368421052,-0.2894736842105263,0.2631578947368421,0.0
H,34,43,61,57,0.8157894736842105,1.0263157894736843,D,L,D,L,D,D,L,W,L,D,5,-0.7105263157894737,-0.3684210526315789,-0.2105263157894736,-0.0526315789473684
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.5,0.5,D,M,M,M,M,D,M,M,M,M,1,0.0,0.0,0.0,0.0
H,1,0,3,0,0.0,0.5,L,M,M,M,M,D,M,M,M,M,1,-1.0,0.0,-0.5,-0.5
H,3,0,1,1,1.5,0.0,W,M,M,M,M,L,M,M,M,M,0,1.0,-0.5,1.5,1.5
H,0,1,0,3,0.5,0.0,D,M,M,M,M,L,M,M,M,M,0,0.0,-1.0,0.5,0.5
H,2,2,0,2,1.5,0.5,W,M,M,M,M,D,M,M,M,M,1,1.0,0.0,1.0,1.0
NH,0,3,2,1,0.0,1.5,L,M,M,M,M,W,M,M,M,M,3,-1.0,1.0,-1.5,-1.5
H,2,0,0,0,1.5,0.5,W,M,M,M,M,D,M,M,M,M,1,1.0,0.0,1.0,1.0
H,0,0,0,2,0.5,0.0,D,M,M,M,M,L,M,M,M,M,0,0.0,-1.0,0.5,0.5
NH,2,0,2,2,0.5,0.0,D,M,M,M,M,L,M,M,M,M,0,0.0,-1.0,0.5,0.5
H,1,2,0,0,1.5,1.5,W,M,M,M,M,W,M,M,M,M,3,0.5,1.0,0.0,0.0
NH,1,0,2,2,0.3333333333333333,0.3333333333333333,L,D,M,M,M,L,D,M,M,M,1,-0.3333333333333333,-0.6666666666666666,0.0,0.0
NH,1,2,4,3,0.0,0.3333333333333333,L,L,M,M,M,L,D,M,M,M,1,-1.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333
NH,1,2,4,1,0.0,1.3333333333333333,L,L,M,M,M,W,D,M,M,M,4,-1.0,0.3333333333333333,-1.3333333333333333,-1.3333333333333333
H,2,1,1,2,1.0,0.3333333333333333,L,W,M,M,M,L,D,M,M,M,1,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666
NH,3,4,4,0,1.0,2.0,W,L,M,M,M,W,W,M,M,M,6,-0.3333333333333333,1.3333333333333333,-1.0,-1.0
H,2,0,3,2,0.3333333333333333,0.3333333333333333,L,D,M,M,M,D,L,M,M,M,1,-0.3333333333333333,-0.6666666666666666,0.0,0.0
H,2,2,0,1,2.0,1.3333333333333333,W,W,M,M,M,W,D,M,M,M,4,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
H,2,3,3,4,0.3333333333333333,1.0,L,D,M,M,M,W,L,M,M,M,3,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.6666666666666666
H,1,1,2,2,0.3333333333333333,1.0,L,D,M,M,M,W,L,M,M,M,3,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.6666666666666666
H,2,1,1,4,1.3333333333333333,0.0,W,D,M,M,M,L,L,M,M,M,0,0.3333333333333333,-1.0,1.3333333333333333,1.3333333333333333
NH,4,6,0,0,1.75,2.25,D,W,W,M,M,W,W,W,M,M,9,1.0,1.5,-0.5,-0.5
NH,2,1,5,5,1.0,0.25,L,W,D,M,M,L,L,D,M,M,1,-0.75,-1.0,0.75,0.75
NH,4,4,3,3,1.0,1.0,L,D,W,M,M,W,L,D,M,M,4,0.25,0.25,0.0,0.0
H,1,2,2,6,0.75,0.0,W,L,L,M,M,L,L,L,M,M,0,-0.25,-1.0,0.75,0.75
NH,3,7,2,1,1.0,2.25,W,L,D,M,M,W,W,W,M,M,9,0.25,1.5,-1.25,-1.25
NH,0,5,4,0,0.25,2.25,L,D,L,M,M,W,W,W,M,M,9,-1.0,1.25,-2.0,-2.0
NH,1,7,5,1,0.25,2.25,L,L,D,M,M,W,W,W,M,M,9,-1.0,1.5,-2.0,-2.0
H,6,2,0,6,2.25,0.0,W,W,W,M,M,L,L,L,M,M,0,1.5,-1.0,2.25,2.25
NH,1,2,3,5,0.75,0.25,L,W,L,M,M,D,L,L,M,M,1,-0.5,-0.75,0.5,0.5
NH,5,4,0,2,2.25,1.75,W,W,W,M,M,W,W,D,M,M,7,1.25,0.5,0.5,0.5
H,3,7,5,4,0.8,1.2,L,W,L,D,M,L,W,L,W,M,6,-0.4,0.6,-0.4,-0.4
NH,0,3,6,6,0.2,0.8,L,L,D,L,M,W,L,L,D,M,4,-1.2,-0.6,-0.6,-0.6
NH,4,1,2,0,1.4,1.2,L,D,W,W,M,D,D,W,D,M,6,0.4,0.2,0.2,0.2
NH,4,3,8,3,0.8,1.2,L,L,W,D,M,W,W,L,L,M,6,-0.8,0.0,-0.4,-0.4
NH,6,3,4,5,1.4,0.8,W,W,L,D,M,L,D,W,L,M,4,0.4,-0.4,0.6,0.6
H,8,4,3,4,1.4,1.0,W,L,D,W,M,W,D,L,D,M,5,1.0,0.0,0.4,0.4
NH,4,4,4,2,1.0,1.4,W,D,L,D,M,L,D,W,W,M,7,0.0,0.4,-0.4,-0.4
NH,8,8,1,0,2.4,2.4,W,W,W,W,M,W,W,W,W,M,12,1.4,1.6,0.0,0.0
NH,3,8,6,3,0.8,1.4,W,L,L,D,M,W,L,D,W,M,7,-0.6,1.0,-0.6,-0.6
NH,3,4,7,7,0.2,0.8,L,D,L,L,M,W,L,L,D,M,4,-0.8,-0.6,-0.6,-0.6
NH,2,5,9,10,0.0,0.6666666666666666,L,L,L,L,L,L,L,L,W,D,4,-1.1666666666666667,-0.8333333333333334,-0.6666666666666666,-0.6666666666666666
NH,3,1,5,7,0.8333333333333334,0.3333333333333333,D,L,D,W,L,D,L,L,D,L,2,-0.3333333333333333,-1.0,0.5,0.5
NH,3,6,2,1,1.1666666666666667,1.8333333333333333,D,D,D,W,D,D,D,W,W,W,11,0.1666666666666666,0.8333333333333334,-0.6666666666666666,-0.6666666666666666
NH,7,6,4,4,1.8333333333333333,1.3333333333333333,D,W,W,W,D,D,W,W,L,D,8,0.5,0.3333333333333333,0.5,0.5
NH,4,5,4,6,1.1666666666666667,1.1666666666666667,D,W,W,L,L,W,L,W,L,D,7,0.0,-0.1666666666666666,0.0,0.0
H,9,1,4,6,1.5,0.5,W,L,W,L,W,L,L,L,W,L,3,0.8333333333333334,-0.8333333333333334,1.0,1.0
NH,4,3,8,2,0.6666666666666666,1.1666666666666667,L,W,L,L,D,D,D,D,W,D,7,-0.6666666666666666,0.1666666666666666,-0.5,-0.5
H,6,4,4,7,1.3333333333333333,0.6666666666666666,D,W,W,L,D,W,L,D,L,L,4,0.3333333333333333,-0.5,0.6666666666666666,0.6666666666666666
H,10,4,0,8,2.5,0.8333333333333334,W,W,W,W,W,L,W,D,L,D,5,1.6666666666666667,-0.6666666666666666,1.6666666666666667,1.6666666666666667
NH,1,4,6,4,0.5,1.1666666666666667,L,L,L,W,L,D,W,W,L,L,7,-0.8333333333333334,0.0,-0.6666666666666666,-0.6666666666666666
NH,7,3,3,8,1.5714285714285714,0.7142857142857143,L,D,D,W,W,L,D,L,D,W,5,0.5714285714285714,-0.7142857142857143,0.8571428571428571,0.4285714285714285
H,4,7,7,5,0.7142857142857143,1.5714285714285714,W,D,L,L,D,L,D,W,W,W,10,-0.4285714285714285,0.2857142857142857,-0.8571428571428571,-0.7142857142857143
NH,6,10,11,4,0.7142857142857143,2.142857142857143,D,L,L,L,W,W,L,W,W,W,12,-0.7142857142857143,0.8571428571428571,-1.4285714285714286,-1.1428571428571428
NH,10,9,4,4,1.5714285714285714,1.4285714285714286,D,W,W,L,D,D,W,L,W,L,7,0.8571428571428571,0.7142857142857143,0.1428571428571428,0.1428571428571428
NH,6,3,7,10,1.1428571428571428,0.1428571428571428,D,W,L,W,L,D,L,L,L,L,1,-0.1428571428571428,-1.0,1.0,0.8571428571428571
H,5,5,3,9,1.2857142857142858,0.7142857142857143,D,D,L,D,W,L,D,W,L,L,4,0.2857142857142857,-0.5714285714285714,0.5714285714285714,0.2857142857142857
