FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,ATFormPts,HTGD,ATGD,DiffPts,DiffFormPts
H,61,27,36,72,1.7894736842105263,0.4473684210526316,D,W,D,W,D,D,L,L,L,L,1,0.6578947368421053,-1.1842105263157894,1.3421052631578947,0.2105263157894736
NH,58,67,52,35,1.2894736842105263,2.1052631578947367,D,L,D,W,L,W,D,W,D,W,11,0.1578947368421052,0.8421052631578947,-0.8157894736842105,-0.1578947368421052
H,56,39,55,64,1.1578947368421053,0.8947368421052632,L,L,W,L,D,W,L,L,L,L,3,0.0263157894736842,-0.6578947368421053,0.2631578947368421,0.0263157894736842
H,39,68,64,30,0.8947368421052632,1.8421052631578947,D,W,D,D,W,L,D,D,W,W,8,-0.6578947368421053,1.0,-0.9473684210526316,0.0263157894736842
H,55,38,40,47,1.5789473684210529,1.105263157894737,W,W,W,D,W,W,L,L,D,D,5,0.3947368421052631,-0.2368421052631578,0.4736842105263157,0.2105263157894736
H,39,64,54,49,1.263157894736842,1.631578947368421,L,D,L,L,L,W,L,W,W,D,10,-0.3947368421052631,0.3947368421052631,-0.3684210526315789,-0.2368421052631578
NH,41,70,51,40,1.2105263157894737,1.7105263157894737,W,W,L,L,W,D,L,W,D,W,8,-0.2631578947368421,0.7894736842105263,-0.5,0.0263157894736842
NH,38,46,48,60,1.1578947368421053,1.0,L,L,W,L,W,W,W,D,D,W,11,-0.2631578947368421,-0.3684210526315789,0.1578947368421052,-0.131578947368421
NH,33,62,47,49,1.105263157894737,1.5526315789473684,D,L,D,L,L,D,W,L,D,W,8,-0.3684210526315789,0.3421052631578947,-0.4473684210526316,-0.1578947368421052
H,46,44,34,64,1.6578947368421053,1.105263157894737,L,W,D,W,W,D,L,L,L,W,4,0.3157894736842105,-0.5263157894736842,0.5526315789473685,0.1578947368421052
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
NH,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
H,0,0,0,0,0.0,0.0,M,M,M,M,M,M,M,M,M,M,0,0.0,0.0,0.0,0.0
H,3,1,1,1,1.5,0.5,W,M,M,M,M,D,M,M,M,M,1,1.0,0.0,1.0,1.0
H,0,4,1,3,0.0,1.5,L,M,M,M,M,W,M,M,M,M,3,-0.5,0.5,-1.5,-1.5
NH,1,3,2,4,0.0,0.0,L,M,M,M,M,L,M,M,M,M,0,-0.5,-0.5,0.0,0.0
NH,1,2,1,1,0.5,1.5,D,M,M,M,M,W,M,M,M,M,3,0.0,0.5,-1.0,-1.0
NH,1,2,0,1,1.5,1.5,W,M,M,M,M,W,M,M,M,M,3,0.5,0.5,0.0,0.0
H,1,0,1,1,0.5,0.0,D,M,M,M,M,L,M,M,M,M,0,0.0,-0.5,0.5,0.5
NH,1,2,1,1,0.5,1.5,D,M,M,M,M,W,M,M,M,M,3,0.0,0.5,-1.0,-1.0
NH,1,1,0,1,1.5,0.5,W,M,M,M,M,D,M,M,M,M,1,0.5,0.0,1.0,1.0
NH,1,1,2,1,0.0,0.5,L,M,M,M,M,D,M,M,M,M,1,-0.5,0.0,-0.5,-0.5
H,1,1,2,3,0.0,0.0,L,M,M,M,M,L,M,M,M,M,0,-0.5,-1.0,0.0,0.0
H,4,2,2,1,2.0,1.0,W,W,M,M,M,W,L,M,M,M,3,0.6666666666666666,0.3333333333333333,1.0,1.0
NH,0,1,2,4,0.0,0.0,L,L,M,M,M,L,L,M,M,M,0,-0.6666666666666666,-1.0,0.0,0.0
H,3,2,2,5,1.3333333333333333,0.3333333333333333,W,D,M,M,M,L,D,M,M,M,1,0.3333333333333333,-1.0,1.0,1.0
NH,4,5,1,1,2.0,2.0,W,W,M,M,M,W,W,M,M,M,6,1.0,1.3333333333333333,0.0,0.0
H,1,1,2,2,0.3333333333333333,1.0,D,L,M,M,M,L,W,M,M,M,3,-0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.6666666666666666
NH,1,2,3,4,0.3333333333333333,0.0,L,D,M,M,M,L,L,M,M,M,0,-0.6666666666666666,-0.6666666666666666,0.3333333333333333,0.3333333333333333
NH,2,4,1,5,1.3333333333333333,1.0,W,D,M,M,M,L,W,M,M,M,3,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333
NH,2,3,3,4,0.3333333333333333,0.3333333333333333,L,D,M,M,M,D,L,M,M,M,1,-0.3333333333333333,-0.3333333333333333,0.0,0.0
H,6,2,2,2,2.0,1.0,W,W,M,M,M,W,L,M,M,M,3,1.3333333333333333,0.0,1.0,1.0
NH,2,3,2,2,1.0,1.3333333333333333,L,W,M,M,M,W,D,M,M,M,4,0.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333
H,6,2,5,4,1.0,0.5,W,D,L,M,M,D,L,D,M,M,2,0.25,-0.5,0.5,0.5
H,2,2,5,2,0.25,1.0,D,L,L,M,M,D,L,W,M,M,4,-0.75,0.0,-0.75,-0.75
NH,2,4,4,2,0.75,1.5,L,W,L,M,M,L,W,W,M,M,6,-0.5,0.5,-0.75,-0.75
H,5,3,6,3,1.0,1.0,D,L,W,M,M,W,D,L,M,M,4,-0.25,0.0,0.0,0.0
NH,6,9,1,3,2.25,2.25,W,W,W,M,M,W,W,W,M,M,9,1.25,1.5,0.0,0.0
NH,3,1,2,3,1.25,0.25,D,W,D,M,M,D,L,L,M,M,1,0.25,-0.5,1.0,1.0
NH,2,3,6,2,0.25,1.25,L,L,D,M,M,D,W,D,M,M,5,-1.0,0.25,-1.0,-1.0
NH,3,3,5,6,0.75,0.25,L,W,L,M,M,L,L,D,M,M,1,-0.5,-0.75,0.5,0.5
NH,2,7,4,2,0.75,2.25,L,L,W,M,M,W,W,W,M,M,9,-0.5,1.25,-1.5,-1.5
NH,3,4,5,2,0.25,1.75,D,L,L,M,M,W,W,D,M,M,7,-0.5,0.5,-1.5,-1.5
NH,9,9,4,7,2.0,1.4,D,W,W,W,M,W,D,L,W,M,7,1.0,0.4,0.6,0.6
H,7,4,2,4,2.0,1.0,W,W,W,D,M,L,D,W,D,M,5,1.0,0.0,1.0,1.0
NH,5,8,3,6,1.4,1.4,D,L,W,W,M,W,W,D,L,M,7,0.4,0.4,0.0,0.0
H,4,3,7,5,0.8,0.8,L,W,D,L,M,D,L,W,L,M,4,-0.6,-0.4,0.0,0.0
H,11,3,4,5,2.4,0.8,W,W,W,W,M,W,D,L,L,M,4,1.4,-0.4,1.6,1.6
H,2,5,3,9,0.8,0.6,L,D,L,W,M,L,L,W,L,M,3,-0.2,-0.8,0.2,0.2
H,3,2,4,10,0.8,0.2,W,D,L,L,M,L,L,L,D,M,1,-0.2,-1.6,0.6,0.6
H,3,4,6,6,0.4,0.8,L,D,L,D,M,D,L,L,W,M,4,-0.6,-0.4,-0.4,-0.4
H,7,3,2,8,1.6,0.2,W,D,W,D,M,L,D,L,L,M,1,1.0,-1.0,1.4,1.4
H,7,7,8,3,0.8,1.8,W,L,L,D,M,L,W,W,W,M,9,-0.2,0.8,-1.0,-1.0
H,12,10,7,6,1.6666666666666667,1.6666666666666667,W,W,W,D,L,L,D,W,W,W,10,0.8333333333333334,0.6666666666666666,0.0,0.0
H,3,10,9,3,0.6666666666666666,2.1666666666666665,L,W,D,L,L,W,W,W,W,D,13,-1.0,1.1666666666666667,-1.5,-1.5
H,11,6,8,7,1.6666666666666667,1.1666666666666667,W,W,D,L,W,L,D,L,W,W,7,0.5,-0.1666666666666666,0.5,0.5
H,8,7,6,7,1.5,1.1666666666666667,L,L,W,W,W,W,L,W,D,L,7,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
NH,5,8,7,2,0.8333333333333334,1.8333333333333333,L,L,D,W,D,W,W,D,W,D,11,-0.3333333333333333,1.0,-1.0,-1.0
NH,3,6,14,5,0.1666666666666666,1.1666666666666667,L,L,L,L,D,W,L,D,L,W,7,-1.8333333333333333,0.1666666666666666,-1.0,-1.0
NH,3,7,9,5,0.1666666666666666,1.1666666666666667,L,L,D,L,L,W,W,D,L,L,7,-1.0,0.3333333333333333,-1.0,-1.0
NH,4,15,7,4,0.6666666666666666,2.5,L,D,L,L,W,W,W,W,W,W,15,-0.5,1.8333333333333333,-1.8333333333333333,-1.8333333333333333
NH,7,4,13,6,0.5,0.8333333333333334,L,L,L,W,L,W,L,D,L,D,5,-1.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333
H,3,10,8,9,0.6666666666666666,1.1666666666666667,L,D,L,W,L,W,W,L,L,D,7,-0.8333333333333334,0.1666666666666666,-0.5,-0.5
NH,10,10,4,7,1.8571428571428568,1.4285714285714286,L,W,W,W,W,W,W,W,D,L,10,0.8571428571428571,0.4285714285714285,0.4285714285714285,0.2857142857142857
NH,7,10,12,9,1.0,1.4285714285714286,L,L,D,L,W,L,L,D,W,W,7,-0.7142857142857143,0.1428571428571428,-0.4285714285714285,-0.4285714285714285
NH,5,7,12,6,0.1428571428571428,1.1428571428571428,L,L,L,D,L,D,W,L,D,L,5,-1.0,0.1428571428571428,-1.0,-0.5714285714285714
NH,5,16,10,9,0.5714285714285714,1.8571428571428568,L,L,D,L,L,W,W,W,D,L,10,-0.7142857142857143,1.0,-1.2857142857142858,-1.2857142857142858
NH,10,4,11,9,1.0,1.0,L,W,W,L,L,W,L,W,D,L,7,-0.1428571428571428,-0.7142857142857143,0.0,-0.1428571428571428
NH,7,6,16,9,0.4285714285714285,0.7142857142857143,L,L,L,L,W,L,L,L,D,W,4,-1.2857142857142858,-0.4285714285714285,-0.2857142857142857,-0.1428571428571428
NH,5,15,8,7,1.0,1.8571428571428568,W,L,D,L,W,W,W,W,W,D,13,-0.4285714285714285,1.1428571428571428,-0.8571428571428571,-0.8571428571428571
NH,8,7,11,6,1.0,1.1428571428571428,L,W,L,W,D,W,W,L,D,L,7,-0.4285714285714285,0.1428571428571428,-0.1428571428571428,0.0
NH,12,4,7,15,1.7142857142857142,0.2857142857142857,W,L,L,W,W,D,L,L,L,L,1,0.7142857142857143,-1.5714285714285714,1.4285714285714286,1.1428571428571428
H,10,18,3,5,2.0,2.571428571428572,W,W,W,D,W,W,W,W,W,W,15,1.0,1.8571428571428568,-0.5714285714285714,-0.2857142857142857
H,16,6,7,12,2.0,0.5,W,W,W,W,W,L,L,L,D,L,1,1.125,-0.75,1.5,1.75
H,6,7,11,14,1.0,0.875,D,W,L,W,D,L,L,L,D,L,1,-0.625,-0.875,0.125,0.875
H,12,8,9,11,1.625,1.0,W,L,L,D,W,D,L,W,L,W,7,0.375,-0.375,0.625,0.0
NH,11,8,8,17,1.375,0.5,D,W,W,W,D,D,L,L,L,L,1,0.375,-1.125,0.875,1.25
NH,18,11,7,5,2.25,1.75,L,W,W,W,W,D,L,W,W,W,10,1.375,0.75,0.5,0.25
H,5,6,16,13,0.375,0.25,D,D,L,L,L,D,L,L,L,D,2,-1.375,-0.875,0.125,0.0
NH,8,12,7,3,1.125,2.125,D,D,W,L,D,W,W,W,W,D,13,0.125,1.125,-1.0,-0.875
NH,7,12,10,13,0.75,1.0,D,L,L,L,D,D,L,W,W,L,7,-0.375,-0.125,-0.25,-0.625
H,7,5,6,9,1.125,0.875,D,W,W,L,D,L,W,L,D,L,4,0.125,-0.5,0.25,0.5
NH,18,13,10,8,2.0,1.625,W,W,W,W,D,D,W,L,L,W,7,1.0,0.625,0.375,0.75
NH,19,7,9,11,2.111111111111111,0.6666666666666666,W,W,W,W,W,L,D,L,L,L,1,1.1111111111111112,-0.4444444444444444,1.4444444444444444,1.5555555555555556
NH,12,13,12,4,1.2222222222222223,2.0,W,D,W,L,W,D,W,W,W,W,13,0.0,1.0,-0.7777777777777778,-0.3333333333333333
H,6,12,12,6,0.7777777777777778,1.6666666666666667,L,L,W,L,D,D,D,L,W,W,8,-0.6666666666666666,0.6666666666666666,-0.8888888888888888,-0.4444444444444444
NH,8,7,20,16,0.7777777777777778,0.6666666666666666,L,L,L,L,D,W,D,D,L,L,5,-1.3333333333333333,-1.0,0.1111111111111111,-0.4444444444444444
H,8,11,14,9,0.8888888888888888,1.2222222222222223,L,D,L,W,L,L,D,W,W,W,10,-0.6666666666666666,0.2222222222222222,-0.3333333333333333,-0.6666666666666666
H,18,9,10,8,1.8888888888888888,1.1111111111111112,D,W,W,W,W,D,D,D,W,L,6,0.8888888888888888,0.1111111111111111,0.7777777777777778,0.7777777777777778
NH,8,13,15,13,0.4444444444444444,1.2222222222222223,L,L,L,L,D,W,D,L,W,W,10,-0.7777777777777778,0.0,-0.7777777777777778,-1.0
H,9,6,17,15,0.7777777777777778,0.2222222222222222,W,D,L,L,L,L,D,L,L,L,1,-0.8888888888888888,-1.0,0.5555555555555556,0.3333333333333333
H,15,13,9,8,1.7777777777777777,1.5555555555555556,W,W,L,L,D,D,D,W,L,L,5,0.6666666666666666,0.5555555555555556,0.2222222222222222,0.2222222222222222
NH,19,10,8,7,2.111111111111111,1.3333333333333333,D,L,W,W,W,W,D,W,W,L,10,1.2222222222222223,0.3333333333333333,0.7777777777777778,0.0
NH,12,20,12,11,1.1,2.0,L,L,D,W,W,W,D,W,W,W,13,0.0,0.9,-0.9,-0.6
NH,13,8,12,13,1.4,1.0,L,D,D,W,L,W,L,L,W,L,6,0.1,-0.5,0.4,-0.1
H,7,12,11,12,0.7,1.2,D,L,D,L,L,D,W,D,W,L,8,-0.4,0.0,-0.5,-0.6
NH,6,19,16,9,0.2,2.0,L,L,D,L,L,D,W,W,W,W,13,-1.0,1.0,-1.8,-1.2
NH,13,11,4,15,1.9,1.1,D,D,W,W,W,W,L,D,L,W,7,0.9,-0.4,0.8,0.4
H,13,8,13,22,1.2,0.7,D,W,D,L,W,L,L,L,L,L,0,0.0,-1.4,0.5,0.8
NH,10,20,10,9,1.0,2.0,L,D,D,D,W,D,D,L,W,W,8,0.0,1.1,-1.0,-0.2
H,13,10,8,17,1.5,1.0,L,D,D,L,W,W,W,D,L,L,7,0.5,-0.7,0.5,-0.2
NH,11,19,8,9,1.3,1.9,D,W,D,W,W,W,W,W,L,L,9,0.3,1.0,-0.6,0.2
H,9,8,16,15,0.9,0.5,W,W,D,D,L,D,L,L,L,L,1,-0.7,-0.7,0.4,0.7
NH,12,7,14,20,1.0909090909090908,0.1818181818181818,L,D,W,D,W,L,L,L,D,L,1,-0.1818181818181818,-1.181818181818182,0.9090909090909092,0.6363636363636364
H,8,14,13,16,1.0,1.0,D,W,L,L,W,L,L,L,D,W,4,-0.4545454545454545,-0.1818181818181818,0.0,0.2727272727272727
H,21,15,9,8,2.0,1.6363636363636365,W,W,W,W,L,W,L,D,D,L,5,1.0909090909090908,0.6363636363636364,0.3636363636363636,0.6363636363636364
NH,24,9,9,11,2.090909090909091,0.9090909090909092,W,D,D,L,W,W,D,L,D,L,5,1.3636363636363635,-0.1818181818181818,1.181818181818182,0.2727272727272727
NH,10,12,19,17,0.9090909090909092,1.0909090909090908,L,W,W,D,L,W,W,W,D,D,11,-0.8181818181818182,-0.4545454545454545,-0.1818181818181818,-0.3636363636363636
NH,23,14,10,5,2.090909090909091,1.818181818181818,W,D,W,W,W,D,D,D,W,W,9,1.181818181818182,0.8181818181818182,0.2727272727272727,0.3636363636363636
H,8,11,23,10,0.6363636363636364,1.181818181818182,L,L,L,L,L,L,D,W,D,W,8,-1.3636363636363635,0.0909090909090909,-0.5454545454545454,-0.7272727272727273
NH,12,10,16,14,1.0909090909090908,0.9090909090909092,D,W,L,D,L,L,L,D,D,D,3,-0.3636363636363636,-0.3636363636363636,0.1818181818181818,0.1818181818181818
H,24,14,13,13,2.090909090909091,1.3636363636363635,W,W,D,W,W,W,D,W,D,L,8,1.0,0.0909090909090909,0.7272727272727273,0.4545454545454545
NH,9,13,18,12,0.4545454545454545,1.3636363636363635,L,D,L,L,L,D,L,D,D,W,6,-0.8181818181818182,0.0909090909090909,-0.9090909090909092,-0.4545454545454545
NH,16,25,19,10,0.9166666666666666,2.0,L,L,L,L,D,D,W,D,D,L,6,-0.25,1.25,-1.0833333333333333,-0.4166666666666667
NH,15,10,13,21,1.5,0.4166666666666667,L,W,L,D,D,L,L,D,L,L,1,0.1666666666666666,-0.9166666666666666,1.0833333333333333,0.3333333333333333
NH,16,24,13,11,1.5,2.0,W,D,L,D,D,D,W,D,W,W,11,0.25,1.0833333333333333,-0.5,-0.4166666666666667
NH,12,30,12,14,1.0833333333333333,2.1666666666666665,L,L,D,W,D,W,W,W,D,W,13,0.0,1.3333333333333333,-1.0833333333333333,-0.6666666666666666
NH,13,13,18,16,1.0833333333333333,1.0,D,W,W,W,D,L,L,D,W,D,5,-0.4166666666666667,-0.25,0.0833333333333333,0.5
H,9,10,21,24,0.4166666666666667,0.8333333333333334,W,L,L,L,D,W,L,L,L,L,3,-1.0,-1.1666666666666667,-0.4166666666666667,0.0833333333333333
H,15,11,6,20,1.75,0.9166666666666666,D,D,D,D,W,D,L,W,W,D,8,0.75,-0.75,0.8333333333333334,-0.0833333333333333
H,15,13,19,18,1.25,1.0,L,W,D,W,D,L,D,W,L,D,5,-0.3333333333333333,-0.4166666666666667,0.25,0.25
NH,10,26,12,9,0.9166666666666666,2.083333333333333,D,W,D,L,D,W,W,W,W,W,15,-0.1666666666666666,1.4166666666666667,-1.1666666666666667,-0.75
H,12,11,15,15,1.0833333333333333,1.1666666666666667,W,L,L,D,D,W,D,W,L,L,7,-0.25,-0.3333333333333333,-0.0833333333333333,-0.1666666666666666
NH,11,27,19,11,1.0769230769230769,2.076923076923077,L,W,D,W,L,W,D,W,D,D,9,-0.6153846153846154,1.2307692307692308,-1.0,-0.1538461538461538
H,27,18,9,8,2.1538461538461537,1.8461538461538465,W,W,W,W,W,W,D,D,D,D,7,1.3846153846153846,0.7692307692307693,0.3076923076923077,0.6153846153846154
NH,10,16,27,15,0.7692307692307693,1.2307692307692308,L,W,L,L,L,W,W,L,L,D,7,-1.3076923076923077,0.0769230769230769,-0.4615384615384615,-0.3076923076923077
NH,14,10,20,13,0.9230769230769232,0.8461538461538461,L,L,D,W,L,L,D,W,D,L,5,-0.4615384615384615,-0.2307692307692307,0.0769230769230769,-0.0769230769230769
H,30,12,14,21,2.076923076923077,0.6153846153846154,D,W,W,W,D,W,W,L,L,L,6,1.2307692307692308,-0.6923076923076923,1.4615384615384617,0.3846153846153846
H,11,17,22,21,0.4615384615384615,0.8461538461538461,D,L,L,D,L,L,L,L,L,L,0,-0.8461538461538461,-0.3076923076923077,-0.3846153846153846,0.1538461538461538
H,25,14,12,16,1.9230769230769231,1.1538461538461535,D,D,W,D,W,W,L,L,D,W,7,1.0,-0.1538461538461538,0.7692307692307693,0.1538461538461538
NH,17,13,14,23,1.4615384615384617,0.8461538461538461,D,W,D,L,D,L,D,L,W,W,7,0.2307692307692307,-0.7692307692307693,0.6153846153846154,-0.0769230769230769
H,12,16,12,14,1.0769230769230769,1.4615384615384617,D,L,L,D,W,D,L,W,L,D,5,0.0,0.1538461538461538,-0.3846153846153846,0.0
NH,17,13,20,19,1.3846153846153846,1.0,W,L,W,D,W,L,D,W,W,W,10,-0.2307692307692307,-0.4615384615384615,0.3846153846153846,0.0
H,21,13,26,12,0.7857142857142857,1.2142857142857142,L,L,L,L,L,W,D,L,L,D,5,-0.3571428571428571,0.0714285714285714,-0.4285714285714285,-0.3571428571428571
NH,29,29,12,10,2.142857142857143,2.2142857142857144,W,W,D,W,D,W,W,W,W,W,15,1.2142857142857142,1.3571428571428572,-0.0714285714285714,-0.2857142857142857
H,14,12,19,21,1.1428571428571428,1.0,W,L,D,W,W,L,L,W,D,W,7,-0.3571428571428571,-0.6428571428571429,0.1428571428571428,0.2142857142857142
H,12,16,23,22,0.5714285714285714,0.9285714285714286,L,W,W,L,L,D,L,L,D,W,5,-0.7857142857142857,-0.4285714285714285,-0.3571428571428571,0.0714285714285714
H,19,16,10,26,1.7142857142857142,0.6428571428571429,L,W,D,D,D,W,D,L,L,D,5,0.6428571428571429,-0.7142857142857143,1.0714285714285714,0.0714285714285714
H,17,17,16,21,1.2142857142857142,1.2857142857142858,D,W,W,L,L,L,W,L,W,D,7,0.0714285714285714,-0.2857142857142857,-0.0714285714285714,0.0
NH,14,28,24,13,0.8571428571428571,2.0,D,L,D,L,W,W,D,D,W,D,9,-0.7142857142857143,1.0714285714285714,-1.1428571428571428,-0.2857142857142857
H,15,32,19,14,1.0714285714285714,2.142857142857143,L,W,L,L,D,W,D,W,W,W,13,-0.2857142857142857,1.2857142857142858,-1.0714285714285714,-0.6428571428571429
NH,16,18,15,15,1.3571428571428572,1.4285714285714286,L,D,L,W,L,D,D,W,D,L,6,0.0714285714285714,0.2142857142857142,-0.0714285714285714,-0.1428571428571428
H,12,11,15,28,0.8571428571428571,0.7857142857142857,D,L,D,W,D,D,L,W,L,L,4,-0.2142857142857142,-1.2142857142857142,0.0714285714285714,0.1428571428571428
H,33,16,14,19,2.066666666666667,1.2666666666666666,W,W,D,D,W,W,W,L,D,W,10,1.2666666666666666,-0.2,0.8,0.0666666666666666
H,12,19,23,22,0.9333333333333332,1.2,L,L,L,W,D,W,L,W,L,L,6,-0.7333333333333333,-0.2,-0.2666666666666666,-0.1333333333333333
NH,11,24,29,26,0.7333333333333333,0.9333333333333332,L,D,L,W,L,W,L,L,L,L,3,-1.2,-0.1333333333333333,-0.2,0.0666666666666666
H,17,30,24,15,0.8666666666666667,2.0,L,D,L,L,D,L,W,W,D,W,10,-0.4666666666666667,1.0,-1.1333333333333333,-0.5333333333333333
H,16,14,31,24,0.6,0.7333333333333333,L,W,D,L,L,W,L,W,W,L,9,-1.0,-0.6666666666666666,-0.1333333333333333,-0.3333333333333333
H,18,17,24,16,1.2,1.3333333333333333,L,L,W,L,W,D,L,D,L,W,5,-0.4,0.0666666666666666,-0.1333333333333333,0.0666666666666666
H,32,20,11,17,2.2666666666666666,1.3333333333333333,W,W,W,W,W,W,D,W,W,L,10,1.4,0.2,0.9333333333333332,0.3333333333333333
NH,35,15,18,29,2.0,0.8,L,W,D,W,W,L,D,L,D,L,2,1.1333333333333333,-0.9333333333333332,1.2,0.5333333333333333
H,19,24,16,10,1.4,1.8,D,D,D,W,D,W,L,W,D,D,8,0.2,0.9333333333333332,-0.4,-0.0666666666666666
H,13,13,15,15,1.1333333333333333,1.0,L,W,D,L,L,W,D,L,D,W,8,-0.1333333333333333,-0.1333333333333333,0.1333333333333333,-0.2666666666666666
H,21,21,25,26,1.125,1.0,L,W,L,W,L,W,L,D,L,L,4,-0.25,-0.3125,0.125,0.125
H,19,36,19,15,1.25,2.125,L,D,L,D,L,W,W,W,D,D,11,0.0,1.3125,-0.875,-0.5625
NH,27,20,29,16,0.9375,1.5,D,W,L,L,L,W,D,D,D,W,9,-0.125,0.25,-0.5625,-0.3125
H,32,21,19,26,1.875,1.3125,L,L,W,W,D,W,L,L,W,L,6,0.8125,-0.3125,0.5625,0.0625
NH,13,37,16,20,0.9375,1.9375,L,W,D,L,D,D,L,W,D,W,8,-0.1875,1.0625,-1.0,-0.1875
NH,17,14,22,15,1.1875,1.25,L,W,W,L,D,W,L,W,D,L,7,-0.3125,-0.0625,-0.0625,0.0
NH,14,33,27,11,0.6875,2.3125,L,W,L,W,W,W,W,W,W,W,15,-0.8125,1.375,-1.625,-0.375
H,24,14,11,32,1.6875,0.75,L,W,L,W,D,D,L,D,L,W,5,0.8125,-1.125,0.9375,0.125
H,20,19,18,31,1.25,0.75,L,W,D,W,W,W,L,W,D,L,7,0.125,-0.75,0.5,0.1875
H,17,15,31,25,0.8125,1.0625,D,L,D,L,D,W,L,L,L,W,6,-0.875,-0.625,-0.25,-0.1875
NH,28,34,31,11,0.8823529411764706,2.3529411764705883,L,D,W,L,L,W,W,W,W,W,15,-0.1764705882352941,1.3529411764705883,-1.4705882352941178,-0.6470588235294118
H,13,20,19,34,0.8823529411764706,0.7058823529411765,L,L,W,D,L,L,W,L,W,D,7,-0.3529411764705882,-0.8235294117647058,0.1764705882352941,-0.1764705882352941
NH,17,21,22,27,1.1764705882352942,0.9411764705882352,D,L,W,W,L,L,W,L,D,L,4,-0.2941176470588235,-0.3529411764705882,0.2352941176470588,0.1764705882352941
H,14,21,28,28,0.6470588235294118,1.2352941176470589,L,L,W,L,W,L,W,L,L,W,6,-0.8235294117647058,-0.4117647058823529,-0.5882352941176471,0.0
NH,23,22,19,17,1.3529411764705883,1.588235294117647,W,L,W,D,W,W,W,D,D,D,9,0.2352941176470588,0.2941176470588235,-0.2352941176470588,0.0588235294117647
H,18,14,31,35,0.9411764705882352,0.7058823529411765,W,D,L,D,L,L,D,L,D,L,2,-0.7647058823529411,-1.2352941176470589,0.2352941176470588,0.1764705882352941
NH,22,14,25,15,1.2352941176470589,1.2352941176470589,W,L,W,L,W,D,W,L,W,D,8,-0.1764705882352941,-0.0588235294117647,0.0,0.0588235294117647
H,34,37,19,17,1.9411764705882355,2.0,W,L,L,W,W,L,W,W,W,D,10,0.8823529411764706,1.1764705882352942,-0.0588235294117647,-0.0588235294117647
H,27,15,11,26,1.7647058823529411,1.0,W,L,W,L,W,L,W,L,L,L,3,0.9411764705882352,-0.6470588235294118,0.7647058823529411,0.3529411764705882
NH,21,40,20,20,1.3529411764705883,2.0,W,L,D,L,D,W,D,L,W,D,8,0.0588235294117647,1.1764705882352942,-0.6470588235294118,-0.1764705882352941
H,38,23,19,21,1.8888888888888888,1.2777777777777777,L,L,W,W,W,L,W,L,W,D,7,1.0555555555555556,0.1111111111111111,0.6111111111111112,0.1111111111111111
H,16,16,28,19,0.9444444444444444,1.0,L,L,W,L,L,W,L,L,W,D,7,-0.6666666666666666,-0.1666666666666666,-0.0555555555555555,-0.2222222222222222
H,35,23,11,28,2.388888888888889,1.1666666666666667,W,W,W,W,W,L,W,L,W,L,6,1.3333333333333333,-0.2777777777777778,1.2222222222222223,0.5
NH,14,36,36,20,0.6666666666666666,2.0,L,L,D,L,D,W,W,L,L,W,9,-1.2222222222222223,0.8888888888888888,-1.3333333333333333,-0.3888888888888889
NH,23,21,29,21,0.9444444444444444,1.2777777777777777,D,L,W,L,D,L,W,L,D,L,4,-0.3333333333333333,0.0,-0.3333333333333333,0.0555555555555555
H,24,15,17,28,1.6666666666666667,0.7777777777777778,W,W,W,D,D,W,L,L,W,L,6,0.3888888888888889,-0.7222222222222222,0.8888888888888888,0.2777777777777778
NH,20,19,37,31,0.6666666666666666,1.0555555555555556,L,L,W,L,W,W,W,D,L,D,8,-0.9444444444444444,-0.6666666666666666,-0.3888888888888889,-0.1111111111111111
NH,21,28,29,32,1.1666666666666667,0.8333333333333334,L,L,W,L,L,L,L,D,W,L,4,-0.4444444444444444,-0.2222222222222222,0.3333333333333333,-0.0555555555555555
H,41,19,20,24,2.055555555555556,1.1666666666666667,W,W,D,L,W,D,D,L,W,W,8,1.1666666666666667,-0.2777777777777778,0.8888888888888888,0.1111111111111111
