Unnamed: 0,Player,Nation,Position,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals Made,Penalty Attempts,Yellow Cards,Red Cards,xG,npxG,xAG,npxG + xAG,Progressive Carries,Progressive Passes,Progressive Receives,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Non-Penalty Goals Per 90,Non-Penalty Goals + Assists Per 90,xG Per 90,xAG Per 90,xG + xAG Per 90,npxG Per 90,npxG + xAG Per 90
620,Juan Berrocal,ESP,DF,25,19,11,1063,11.8,0,0,0,0,0,0,8,1,0.4,0.4,0.0,0.4,1,25,1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
621,Juan Bernat,ESP,"MT,DF",31,14,9,699,7.8,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,2,14,36,0.0,0.13,0.13,0.0,0.13,0.02,0.09,0.11,0.02,0.11
622,Borja Mayoral,ESP,AT,27,24,7,1114,12.4,5,1,6,4,1,1,0,0,3.4,2.6,0.9,3.6,10,13,43,0.4,0.08,0.48,0.32,0.4,0.28,0.07,0.35,0.21,0.29
623,Álvaro Rodríguez,URU,AT,20,22,7,852,9.5,2,0,2,2,0,0,6,0,1.2,1.2,0.3,1.5,6,13,50,0.21,0.0,0.21,0.21,0.21,0.13,0.03,0.16,0.13,0.16
624,Carles Aleñá,ESP,"MT,AT",26,10,5,452,5.0,0,0,0,0,0,0,1,0,0.9,0.9,0.1,1.0,3,12,10,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2
625,Jesús Santiago,ESP,MT,20,19,4,372,4.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,4,16,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
626,Nabil Aberdin,FRA,MT,21,7,4,263,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,6,2,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
627,Peter González,DOM,"MT,AT",22,17,2,477,5.3,0,0,0,0,0,0,1,0,1.3,1.3,0.1,1.4,8,6,33,0.0,0.0,0.0,0.0,0.0,0.24,0.02,0.26,0.24,0.26
628,Ismael Bekhoucha,MAR,"MT,DF",19,5,0,69,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,Alberto Risco,ESP,"MT,AT",18,5,0,69,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,3,6,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.41,0.22,0.41
630,John Joe,IRL,"MT,AT",20,4,0,48,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,0,6,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26
631,David Argüelles,ESP,MT,22,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,Joan García,ESP,GB,23,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Omar El Hilali,MAR,DF,20,36,36,3153,35.0,0,2,2,0,0,0,11,0,0.0,0.0,0.8,0.9,35,84,61,0.0,0.06,0.06,0.0,0.06,0.0,0.02,0.02,0.0,0.02
634,Marash Kumbulla,ALB,DF,24,35,34,2972,33.0,3,0,3,3,0,0,9,0,1.8,1.8,0.0,1.9,11,71,3,0.09,0.0,0.09,0.09,0.09,0.05,0.0,0.06,0.05,0.06
635,Leandro Cabrera,URU,DF,33,33,32,2869,31.9,4,2,6,4,0,0,4,1,1.1,1.1,0.9,2.1,9,69,6,0.13,0.06,0.19,0.13,0.19,0.03,0.03,0.06,0.03,0.06
636,Alex Král,CZE,MT,26,37,29,2714,30.2,0,1,1,0,0,0,1,0,1.5,1.5,1.5,3.0,49,78,79,0.0,0.03,0.03,0.0,0.03,0.05,0.05,0.1,0.05,0.1
637,Carlos Romero,ESP,DF,22,34,28,2554,28.4,2,1,3,2,0,0,7,0,2.0,2.0,2.1,4.2,50,64,113,0.07,0.04,0.11,0.07,0.11,0.07,0.07,0.15,0.07,0.15
638,Pol Lozano,ESP,MT,24,30,27,1943,21.6,0,1,1,0,0,0,12,0,0.2,0.2,0.8,1.0,18,115,12,0.0,0.05,0.05,0.0,0.05,0.01,0.04,0.05,0.01,0.05
639,Jofre,ESP,"MT,AT",23,37,26,2165,24.1,3,3,6,3,0,0,5,0,2.5,2.5,2.5,5.0,65,48,156,0.12,0.12,0.25,0.12,0.25,0.11,0.1,0.21,0.11,0.21
640,Roberto Férnandez,ESP,AT,22,19,18,1497,16.6,6,0,6,6,0,0,1,0,3.6,3.6,0.6,4.2,7,17,50,0.36,0.0,0.36,0.36,0.36,0.21,0.04,0.25,0.21,0.25
641,Urko González,ESP,MT,23,17,16,1374,15.3,0,2,2,0,0,0,2,0,0.5,0.5,0.7,1.3,18,62,8,0.0,0.13,0.13,0.0,0.13,0.04,0.05,0.08,0.04,0.08
642,Álvaro Tejero,ESP,"MT,DF",28,28,13,1238,13.8,1,4,5,1,0,0,2,0,0.6,0.6,2.9,3.5,27,46,72,0.07,0.29,0.36,0.07,0.36,0.04,0.21,0.26,0.04,0.26
643,Edu Expósito,ESP,MT,27,19,12,1045,11.6,0,2,2,0,0,0,3,0,1.0,1.0,3.2,4.2,23,64,41,0.0,0.17,0.17,0.0,0.17,0.09,0.27,0.36,0.09,0.36
644,Brian Oliván,ESP,DF,30,17,12,1017,11.3,0,1,1,0,0,0,2,0,0.4,0.4,1.1,1.5,21,40,57,0.0,0.09,0.09,0.0,0.09,0.03,0.1,0.13,0.03,0.13
645,Alejo Véliz,ARG,AT,20,27,10,1127,12.5,1,0,1,1,0,0,3,0,2.3,2.3,0.6,2.8,2,8,27,0.08,0.0,0.08,0.08,0.08,0.18,0.04,0.22,0.18,0.22
646,José Gragera,ESP,MT,23,10,7,569,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,14,3,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
647,Sergi Gómez,ESP,DF,32,12,6,664,7.4,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0,8,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
648,Walid Cheddira,MAR,AT,26,22,5,640,7.1,1,1,2,1,0,0,3,0,1.0,1.0,1.2,2.2,8,12,34,0.14,0.14,0.28,0.14,0.28,0.14,0.17,0.31,0.14,0.31
649,Álvaro Aguado,ESP,MT,28,16,4,443,4.9,0,1,1,0,0,0,3,0,0.6,0.6,0.6,1.2,15,37,4,0.0,0.2,0.2,0.0,0.2,0.12,0.12,0.24,0.12,0.24
650,Justin Smith,CAN,MT,21,5,3,209,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
651,Rafael Bauza,ESP,MT,19,5,2,183,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,7,3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04
652,Pere Milla,ESP,"MT,AT",31,20,1,456,5.1,3,0,3,3,0,0,3,0,1.5,1.5,0.3,1.8,9,13,27,0.59,0.0,0.59,0.59,0.59,0.29,0.06,0.35,0.29,0.35
653,Naci Ünüvar,NED,"MT,DF",21,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.14,0.09,0.23,0.14,0.23
654,Roger Hinojo,ESP,DF,19,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,Nahuel Tenaglia,ARG,DF,28,34,33,2922,32.5,2,1,3,2,0,0,11,0,2.2,2.2,1.6,3.7,42,103,98,0.06,0.03,0.09,0.06,0.09,0.07,0.05,0.12,0.07,0.12
656,Antonio Sivera,ESP,GB,27,32,32,2810,31.2,0,0,0,0,0,0,6,1,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Antonio Blanco,ESP,MT,24,35,32,2727,30.3,0,1,1,0,0,0,11,1,0.8,0.8,1.6,2.4,13,146,19,0.0,0.03,0.03,0.0,0.03,0.03,0.05,0.08,0.03,0.08
658,Manu Sánchez,ESP,DF,23,33,30,2634,29.3,1,0,1,1,0,0,6,1,1.7,1.7,1.2,2.9,47,78,97,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1
659,Kiké,ESP,AT,34,35,29,2542,28.2,13,0,13,10,3,3,5,1,9.6,7.2,0.9,8.2,25,50,158,0.46,0.0,0.46,0.35,0.35,0.34,0.03,0.37,0.26,0.29
660,Abdel Abqar,MAR,DF,25,29,29,2463,27.4,0,1,1,0,0,0,13,0,0.9,0.9,0.3,1.2,16,79,4,0.0,0.04,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04
661,Jon Guridi,ESP,"MT,AT",29,33,27,2080,23.1,3,1,4,2,1,1,6,0,4.2,3.4,1.2,4.6,27,79,90,0.13,0.04,0.17,0.09,0.13,0.18,0.05,0.23,0.15,0.2
662,Ander Guevara,ESP,MT,27,33,20,1947,21.6,0,1,1,0,0,0,3,0,0.9,0.9,0.6,1.5,14,112,19,0.0,0.05,0.05,0.0,0.05,0.04,0.03,0.07,0.04,0.07
663,Moussa Diarra,MLI,DF,23,26,20,1866,20.7,0,0,0,0,0,0,6,0,0.0,0.0,0.1,0.2,12,70,31,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
664,Santiago Mouriño,URU,DF,22,25,20,1849,20.5,0,1,1,0,0,0,7,0,0.9,0.9,0.9,1.8,14,46,1,0.0,0.05,0.05,0.0,0.05,0.05,0.04,0.09,0.05,0.09
665,Joan Jordán,ESP,MT,30,25,15,1414,15.7,5,2,7,2,3,4,4,0,4.8,1.6,2.3,4.0,7,104,35,0.32,0.13,0.45,0.13,0.25,0.3,0.15,0.45,0.1,0.25
666,Carles Aleñá,ESP,"MT,AT",26,14,13,1090,12.1,0,2,2,0,0,0,1,0,0.7,0.7,1.3,2.0,18,58,43,0.0,0.17,0.17,0.0,0.17,0.06,0.11,0.17,0.06,0.17
667,Toni Martínez,ESP,AT,27,28,9,1012,11.2,4,0,4,4,0,0,1,0,3.6,3.6,0.6,4.2,13,11,57,0.36,0.0,0.36,0.36,0.36,0.32,0.05,0.37,0.32,0.37
668,Facundo Garcés,MAS,DF,24,10,7,678,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.8,0.9,3,12,3,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12
669,Aleksandar Sedlar,SRB,DF,32,9,7,594,6.6,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,Stoichkov,ESP,"MT,AT",30,16,6,699,7.8,0,1,1,0,0,0,1,0,1.1,1.1,1.2,2.3,9,26,41,0.0,0.13,0.13,0.0,0.13,0.14,0.15,0.3,0.14,0.3
671,Carlos Benavídez,URU,MT,26,18,6,487,5.4,1,1,2,1,0,0,3,0,0.3,0.3,0.6,0.9,4,26,5,0.18,0.18,0.37,0.18,0.37,0.05,0.11,0.16,0.05,0.16
672,Pica,ESP,DF,22,9,5,499,5.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,3,15,0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06
673,Jesús Owono,EQG,GB,23,6,5,487,5.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,Asier Villalibre,ESP,AT,26,16,2,333,3.7,1,1,2,0,1,1,2,0,1.6,0.8,1.0,1.8,4,7,18,0.27,0.27,0.54,0.0,0.27,0.43,0.27,0.69,0.21,0.48
675,Pau Cabanes,ESP,"MT,AT",19,6,2,188,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,15,5,15,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
676,Adrian Rodriguez,ESP,GB,23,2,1,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,Luis Rioja,ESP,AT,30,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.0,0.57
678,Paulo Gazzaniga,ARG,GB,32,36,36,3195,35.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,Daley Blind,NED,DF,34,34,31,2780,30.9,0,2,2,0,0,0,2,0,0.5,0.5,1.6,2.1,71,272,61,0.0,0.06,0.06,0.0,0.06,0.02,0.05,0.07,0.02,0.07
680,Ladislav Krejčí,CZE,DF,25,28,27,2440,27.1,2,0,2,2,0,0,9,0,1.7,1.7,0.3,2.0,29,144,6,0.07,0.0,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07
681,David López,ESP,DF,34,29,27,2429,27.0,1,1,2,1,0,0,4,0,0.9,0.9,0.6,1.5,17,132,7,0.04,0.04,0.07,0.04,0.07,0.03,0.02,0.06,0.03,0.06
682,Yangel Herrera,VEN,MT,26,29,27,2257,25.1,4,3,7,4,0,0,10,1,3.6,3.6,1.5,5.1,31,110,99,0.16,0.12,0.28,0.16,0.28,0.14,0.06,0.2,0.14,0.2
683,Iván Martín,ESP,MT,25,32,24,2039,22.7,1,1,2,1,0,0,1,0,1.8,1.8,1.9,3.6,57,131,76,0.04,0.04,0.09,0.04,0.09,0.08,0.08,0.16,0.08,0.16
684,Oriol Romeu,ESP,MT,32,25,17,1356,15.1,0,0,0,0,0,0,5,0,0.1,0.1,0.3,0.4,22,73,8,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
685,Abel Ruiz,ESP,AT,24,23,17,1346,15.0,4,0,4,3,1,2,3,0,4.6,3.0,0.5,3.5,21,23,71,0.27,0.0,0.27,0.2,0.2,0.31,0.03,0.34,0.2,0.23
686,Alejandro Francés,ESP,DF,21,18,13,1173,13.0,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.6,18,63,21,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
687,Bojan Miovski,MKD,AT,25,17,12,869,9.7,2,1,3,2,0,0,0,0,2.7,2.7,0.2,2.9,4,4,33,0.21,0.1,0.31,0.21,0.31,0.28,0.02,0.3,0.28,0.3
688,Arthur Melo,BRA,MT,27,15,10,941,10.5,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,24,70,17,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
689,Juanpe,ESP,DF,33,12,8,727,8.1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.2,2,26,0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
690,Cristhian Stuani,URU,AT,37,32,6,1078,12.0,11,2,13,8,3,3,4,0,8.1,5.8,0.6,6.5,2,10,36,0.92,0.17,1.09,0.67,0.83,0.68,0.05,0.73,0.49,0.54
691,Jhon Solis,COL,MT,19,19,3,535,5.9,1,0,1,1,0,0,3,0,0.7,0.7,0.1,0.7,9,29,15,0.17,0.0,0.17,0.17,0.17,0.11,0.01,0.12,0.11,0.12
692,Krapyvtsov Vladyslav,UKR,GB,19,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,Silvi Clúa,ESP,MT,19,4,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,3,3,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
694,Papa Ba,ESP,MT,19,1,0,48,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
695,Pau López,ESP,GB,29,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,Kim Minsu,KOR,"MT,AT",18,3,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,Ferrán Ruiz,ESP,MT,21,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,Dodi Lukebakio,BEL,AT,26,38,36,3092,34.4,11,2,13,10,1,1,3,1,10.1,9.3,4.5,13.8,131,93,247,0.32,0.06,0.38,0.29,0.35,0.29,0.13,0.42,0.27,0.4
699,Carmona,ESP,DF,22,35,35,2942,32.7,0,0,0,0,0,0,11,0,0.5,0.5,2.0,2.5,45,109,57,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
700,Loïc Bade,FRA,DF,24,32,31,2686,29.8,1,1,2,1,0,0,7,1,0.6,0.6,0.7,1.3,11,62,6,0.03,0.03,0.07,0.03,0.07,0.02,0.02,0.04,0.02,0.04
701,Ørjan Nyland,NOR,GB,33,30,30,2673,29.7,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
702,Nemanja Gudelj,SRB,"MT,DF",32,31,27,2493,27.7,1,1,2,0,1,1,6,0,1.6,0.8,0.6,1.5,14,64,5,0.04,0.04,0.07,0.0,0.04,0.06,0.02,0.08,0.03,0.05
703,Adrià Pedrosa,ESP,DF,26,31,27,2298,25.5,1,1,2,1,0,0,7,0,0.9,0.9,1.6,2.5,41,79,96,0.04,0.04,0.08,0.04,0.08,0.04,0.06,0.1,0.04,0.1
704,Isaac Romero,ESP,AT,24,31,26,2156,24.0,4,2,6,4,0,1,10,1,6.8,6.0,2.1,8.1,21,29,95,0.17,0.08,0.25,0.17,0.25,0.28,0.09,0.37,0.25,0.34
705,Kike Salas,ESP,DF,22,31,25,2238,24.9,3,2,5,3,0,0,6,0,1.9,1.9,0.6,2.5,7,59,18,0.12,0.08,0.2,0.12,0.2,0.08,0.02,0.1,0.08,0.1
706,Lucien Agoume,FRA,MT,22,35,24,2114,23.5,1,3,4,1,0,0,5,1,0.9,0.9,2.5,3.3,29,135,23,0.04,0.13,0.17,0.04,0.17,0.04,0.11,0.14,0.04,0.14
707,Djibril Sow,SUI,MT,27,30,24,2062,22.9,2,1,3,2,0,0,5,0,2.4,2.4,1.6,4.0,23,100,50,0.09,0.04,0.13,0.09,0.13,0.1,0.07,0.18,0.1,0.18
708,Juanlu Sánchez,ESP,"MT,DF",20,32,18,1722,19.1,4,4,8,4,0,0,6,1,2.1,2.1,2.8,5.0,44,68,83,0.21,0.21,0.42,0.21,0.42,0.11,0.15,0.26,0.11,0.26
709,Saúl Ñíguez,ESP,MT,29,24,17,1553,17.3,1,6,7,1,0,0,8,1,2.8,2.8,2.5,5.3,13,66,39,0.06,0.35,0.41,0.06,0.41,0.16,0.14,0.31,0.16,0.31
710,Albert Sambi Lokonga,BEL,MT,24,22,16,1471,16.3,0,2,2,0,0,0,4,0,0.9,0.9,1.0,1.9,24,93,20,0.0,0.12,0.12,0.0,0.12,0.06,0.06,0.12,0.06,0.12
711,Peque,ESP,"MT,AT",21,26,14,1134,12.6,1,1,2,1,0,0,1,0,2.5,2.5,1.2,3.7,14,35,44,0.08,0.08,0.16,0.08,0.16,0.2,0.1,0.29,0.2,0.29
712,Chidera Ejuke,NGA,AT,26,25,9,966,10.7,2,1,3,2,0,0,0,0,1.1,1.1,1.9,3.0,75,38,101,0.19,0.09,0.28,0.19,0.28,0.1,0.17,0.28,0.1,0.28
713,Álvaro Fernández,ESP,GB,26,9,8,747,8.3,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
714,Marcão,BRA,DF,28,12,6,552,6.1,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,Tanguy Nianzou,FRA,DF,22,6,6,518,5.8,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.2,4,10,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
716,Kelechi Iheanacho,NGA,AT,27,9,5,400,4.4,0,0,0,0,0,0,0,0,1.5,1.5,0.3,1.8,6,5,17,0.0,0.0,0.0,0.0,0.0,0.33,0.07,0.41,0.33,0.41
717,Álvaro Pascual,ESP,AT,22,8,4,408,4.5,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,4,3,27,0.22,0.0,0.22,0.22,0.22,0.24,0.01,0.25,0.24,0.25
718,Ramón Martínez,ESP,DF,21,5,2,261,2.9,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.4,1,5,2,0.34,0.0,0.34,0.34,0.34,0.12,0.02,0.14,0.12,0.14
719,Lucas Ocampos,ARG,AT,30,2,2,175,1.9,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,5,7,20,0.0,0.51,0.51,0.0,0.51,0.08,0.17,0.25,0.08,0.25
720,Manu Bueno,ESP,"MT,AT",20,9,1,140,1.6,1,0,1,1,0,0,0,0,0.1,0.1,0.0,0.1,2,5,5,0.64,0.0,0.64,0.64,0.64,0.08,0.0,0.08,0.08,0.08
721,Akor Adams,NGA,AT,24,4,1,134,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,5,5,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29
722,Diego Iturralde,ESP,AT,21,1,1,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21
723,Leandro Antonetti,PUR,AT,21,2,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.45,0.09,0.54,0.45,0.54
724,Israel Domínguez,ESP,AT,21,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,Mateo Mejía,ESP,AT,21,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,Darío Fuentes,ESP,DF,21,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,Sergi,ESP,DF,32,36,33,2957,32.9,2,0,2,2,0,0,2,1,1.5,1.5,0.4,1.9,3,77,2,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06
728,Marko Dmitrović,SRB,GB,32,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
729,Seydouba Cissé,GUI,MT,23,34,31,2435,27.1,3,1,4,3,0,0,3,1,3.0,3.0,1.0,4.0,26,110,42,0.11,0.04,0.15,0.11,0.15,0.11,0.04,0.15,0.11,0.15
730,Valentin Rosier,FRA,DF,27,32,28,2595,28.8,1,2,3,1,0,0,8,0,0.9,0.9,1.1,2.0,41,74,89,0.03,0.07,0.1,0.03,0.1,0.03,0.04,0.07,0.03,0.07
731,Renato Tapia,PER,"MT,DF",29,34,28,2424,26.9,1,0,1,1,0,0,8,0,0.6,0.6,0.4,1.0,17,83,20,0.04,0.0,0.04,0.04,0.04,0.02,0.01,0.04,0.02,0.04
732,Javi Hernández,ESP,DF,26,31,27,2389,26.5,2,1,3,2,0,0,6,0,0.8,0.8,1.5,2.2,40,80,90,0.08,0.04,0.11,0.08,0.11,0.03,0.06,0.08,0.03,0.08
733,Yvan Neyou,CMR,MT,27,30,27,2312,25.7,1,1,2,1,0,0,14,0,0.6,0.6,0.6,1.3,24,96,30,0.04,0.04,0.08,0.04,0.08,0.03,0.03,0.05,0.03,0.05
734,Matija Nastasić,SRB,DF,31,26,24,2110,23.4,1,0,1,1,0,0,3,0,0.1,0.1,0.1,0.2,1,59,0,0.04,0.0,0.04,0.04,0.04,0.0,0.01,0.01,0.0,0.01
735,Jorge Sáenz,ESP,DF,27,23,19,1690,18.8,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,5,36,2,0.05,0.0,0.05,0.05,0.05,0.07,0.01,0.07,0.07,0.07
736,Miguel,ESP,AT,24,34,17,1724,19.2,1,3,4,0,1,2,3,0,4.9,3.3,1.4,4.8,14,16,90,0.05,0.16,0.21,0.0,0.16,0.26,0.07,0.33,0.17,0.25
737,Darko Brašanac,SRB,MT,32,30,15,1617,18.0,1,2,3,1,0,0,4,0,1.8,1.8,0.4,2.2,6,43,53,0.06,0.11,0.17,0.06,0.17,0.1,0.02,0.12,0.1,0.12
738,Diego,ESP,AT,24,28,13,1195,13.3,3,0,3,3,0,0,2,0,3.8,3.8,0.2,4.0,9,16,49,0.23,0.0,0.23,0.23,0.23,0.28,0.02,0.3,0.28,0.3
739,Óscar Rodríguez Arnaiz,ESP,"MT,AT",26,29,12,1330,14.8,1,4,5,1,0,0,6,1,2.1,2.1,2.2,4.3,24,60,66,0.07,0.27,0.34,0.07,0.34,0.14,0.15,0.29,0.14,0.29
740,Yan Diomandé,CIV,"MT,AT",17,10,6,545,6.1,2,1,3,2,0,0,1,0,1.4,1.4,0.9,2.3,37,16,64,0.33,0.17,0.5,0.33,0.5,0.24,0.14,0.38,0.24,0.38
741,Juan Soriano,ESP,GB,26,6,6,540,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,Sébastien Haller,CIV,AT,30,8,5,404,4.5,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,3,4,14,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.13,0.09,0.13
743,Roberto López,ESP,MT,24,13,3,396,4.4,0,1,1,0,0,0,0,0,0.5,0.5,0.9,1.4,3,20,11,0.0,0.23,0.23,0.0,0.23,0.11,0.2,0.31,0.11,0.31
744,Julián Chicco,ARG,"MT,DF",26,14,2,302,3.4,0,1,1,0,0,0,0,0,0.5,0.5,0.2,0.6,8,16,7,0.0,0.3,0.3,0.0,0.3,0.14,0.05,0.19,0.14,0.19
745,Aritz Arambarri,ESP,DF,26,2,2,177,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
